Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1981,9,1,0,—,—,—,—,—,—,—,—
Changi,1981,9,2,1.1,—,—,—,—,—,—,—,—
Changi,1981,9,3,13.7,—,—,—,—,—,—,—,—
Changi,1981,9,4,0,—,—,—,—,—,—,—,—
Changi,1981,9,5,0,—,—,—,—,—,—,—,—
Changi,1981,9,6,0,—,—,—,—,—,—,—,—
Changi,1981,9,7,36,—,—,—,—,—,—,—,—
Changi,1981,9,8,0.3,—,—,—,—,—,—,—,—
Changi,1981,9,9,0,—,—,—,—,—,—,—,—
Changi,1981,9,10,3.9,—,—,—,—,—,—,—,—
Changi,1981,9,11,0,—,—,—,—,—,—,—,—
Changi,1981,9,12,0,—,—,—,—,—,—,—,—
Changi,1981,9,13,7.5,—,—,—,—,—,—,—,—
Changi,1981,9,14,3.7,—,—,—,—,—,—,—,—
Changi,1981,9,15,0,—,—,—,—,—,—,—,—
Changi,1981,9,16,7.2,—,—,—,—,—,—,—,—
Changi,1981,9,17,0,—,—,—,—,—,—,—,—
Changi,1981,9,18,0,—,—,—,—,—,—,—,—
Changi,1981,9,19,5.4,—,—,—,—,—,—,—,—
Changi,1981,9,20,0,—,—,—,—,—,—,—,—
Changi,1981,9,21,0.2,—,—,—,—,—,—,—,—
Changi,1981,9,22,0,—,—,—,—,—,—,—,—
Changi,1981,9,23,0,—,—,—,—,—,—,—,—
Changi,1981,9,24,3.3,—,—,—,—,—,—,—,—
Changi,1981,9,25,0,—,—,—,—,—,—,—,—
Changi,1981,9,26,18,—,—,—,—,—,—,—,—
Changi,1981,9,27,0,—,—,—,—,—,—,—,—
Changi,1981,9,28,2.4,—,—,—,—,—,—,—,—
Changi,1981,9,29,1.8,—,—,—,—,—,—,—,—
Changi,1981,9,30,2.5,—,—,—,—,—,—,—,—
