Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1980,3,1,0,—,—,—,—,—,—,—,—
Changi,1980,3,2,0.3,—,—,—,—,—,—,—,—
Changi,1980,3,3,0.3,—,—,—,—,—,—,—,—
Changi,1980,3,4,0,—,—,—,—,—,—,—,—
Changi,1980,3,5,0,—,—,—,—,—,—,—,—
Changi,1980,3,6,0,—,—,—,—,—,—,—,—
Changi,1980,3,7,0.1,—,—,—,—,—,—,—,—
Changi,1980,3,8,1,—,—,—,—,—,—,—,—
Changi,1980,3,9,0.5,—,—,—,—,—,—,—,—
Changi,1980,3,10,0.1,—,—,—,—,—,—,—,—
Changi,1980,3,11,0,—,—,—,—,—,—,—,—
Changi,1980,3,12,0,—,—,—,—,—,—,—,—
Changi,1980,3,13,0,—,—,—,—,—,—,—,—
Changi,1980,3,14,0.7,—,—,—,—,—,—,—,—
Changi,1980,3,15,0,—,—,—,—,—,—,—,—
Changi,1980,3,16,10.6,—,—,—,—,—,—,—,—
Changi,1980,3,17,3.8,—,—,—,—,—,—,—,—
Changi,1980,3,18,37.2,—,—,—,—,—,—,—,—
Changi,1980,3,19,1.9,—,—,—,—,—,—,—,—
Changi,1980,3,20,0,—,—,—,—,—,—,—,—
Changi,1980,3,21,1.4,—,—,—,—,—,—,—,—
Changi,1980,3,22,0,—,—,—,—,—,—,—,—
Changi,1980,3,23,0,—,—,—,—,—,—,—,—
Changi,1980,3,24,0,—,—,—,—,—,—,—,—
Changi,1980,3,25,0,—,—,—,—,—,—,—,—
Changi,1980,3,26,0,—,—,—,—,—,—,—,—
Changi,1980,3,27,0,—,—,—,—,—,—,—,—
Changi,1980,3,28,0,—,—,—,—,—,—,—,—
Changi,1980,3,29,3.8,—,—,—,—,—,—,—,—
Changi,1980,3,30,2,—,—,—,—,—,—,—,—
Changi,1980,3,31,0,—,—,—,—,—,—,—,—
