Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1980,1,1,0,—,—,—,—,—,—,—,—
Changi,1980,1,2,0,—,—,—,—,—,—,—,—
Changi,1980,1,3,0,—,—,—,—,—,—,—,—
Changi,1980,1,4,0,—,—,—,—,—,—,—,—
Changi,1980,1,5,8,—,—,—,—,—,—,—,—
Changi,1980,1,6,9.1,—,—,—,—,—,—,—,—
Changi,1980,1,7,7.9,—,—,—,—,—,—,—,—
Changi,1980,1,8,0,—,—,—,—,—,—,—,—
Changi,1980,1,9,0,—,—,—,—,—,—,—,—
Changi,1980,1,10,0,—,—,—,—,—,—,—,—
Changi,1980,1,11,0,—,—,—,—,—,—,—,—
Changi,1980,1,12,0,—,—,—,—,—,—,—,—
Changi,1980,1,13,0,—,—,—,—,—,—,—,—
Changi,1980,1,14,0,—,—,—,—,—,—,—,—
Changi,1980,1,15,0,—,—,—,—,—,—,—,—
Changi,1980,1,16,0,—,—,—,—,—,—,—,—
Changi,1980,1,17,0,—,—,—,—,—,—,—,—
Changi,1980,1,18,2.4,—,—,—,—,—,—,—,—
Changi,1980,1,19,153.3,—,—,—,—,—,—,—,—
Changi,1980,1,20,119.8,—,—,—,—,—,—,—,—
Changi,1980,1,21,0.5,—,—,—,—,—,—,—,—
Changi,1980,1,22,0,—,—,—,—,—,—,—,—
Changi,1980,1,23,0,—,—,—,—,—,—,—,—
Changi,1980,1,24,0,—,—,—,—,—,—,—,—
Changi,1980,1,25,0,—,—,—,—,—,—,—,—
Changi,1980,1,26,4.6,—,—,—,—,—,—,—,—
Changi,1980,1,27,0,—,—,—,—,—,—,—,—
Changi,1980,1,28,0,—,—,—,—,—,—,—,—
Changi,1980,1,29,0,—,—,—,—,—,—,—,—
Changi,1980,1,30,0,—,—,—,—,—,—,—,—
Changi,1980,1,31,0.5,—,—,—,—,—,—,—,—
