Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1981,11,1,0,—,—,—,—,—,—,—,—
Changi,1981,11,2,0,—,—,—,—,—,—,—,—
Changi,1981,11,3,0.1,—,—,—,—,—,—,—,—
Changi,1981,11,4,0,—,—,—,—,—,—,—,—
Changi,1981,11,5,1,—,—,—,—,—,—,—,—
Changi,1981,11,6,16,—,—,—,—,—,—,—,—
Changi,1981,11,7,0,—,—,—,—,—,—,—,—
Changi,1981,11,8,0,—,—,—,—,—,—,—,—
Changi,1981,11,9,0,—,—,—,—,—,—,—,—
Changi,1981,11,10,3.6,—,—,—,—,—,—,—,—
Changi,1981,11,11,9.6,—,—,—,—,—,—,—,—
Changi,1981,11,12,0.5,—,—,—,—,—,—,—,—
Changi,1981,11,13,0,—,—,—,—,—,—,—,—
Changi,1981,11,14,0,—,—,—,—,—,—,—,—
Changi,1981,11,15,0.1,—,—,—,—,—,—,—,—
Changi,1981,11,16,0,—,—,—,—,—,—,—,—
Changi,1981,11,17,14.7,—,—,—,—,—,—,—,—
Changi,1981,11,18,0,—,—,—,—,—,—,—,—
Changi,1981,11,19,8.8,—,—,—,—,—,—,—,—
Changi,1981,11,20,1,—,—,—,—,—,—,—,—
Changi,1981,11,21,0.9,—,—,—,—,—,—,—,—
Changi,1981,11,22,0,—,—,—,—,—,—,—,—
Changi,1981,11,23,0,—,—,—,—,—,—,—,—
Changi,1981,11,24,6.1,—,—,—,—,—,—,—,—
Changi,1981,11,25,0,—,—,—,—,—,—,—,—
Changi,1981,11,26,0.7,—,—,—,—,—,—,—,—
Changi,1981,11,27,0,—,—,—,—,—,—,—,—
Changi,1981,11,28,2.1,—,—,—,—,—,—,—,—
Changi,1981,11,29,1.6,—,—,—,—,—,—,—,—
Changi,1981,11,30,0,—,—,—,—,—,—,—,—
