Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1982,12,1,0.2,—,—,—,26.6,29.7,24,—,—
Changi,1982,12,2,0,—,—,—,26.1,28.2,24.4,—,—
Changi,1982,12,3,0,—,—,—,27.2,31.7,24.2,—,—
Changi,1982,12,4,4.9,—,—,—,26.9,31.5,24.5,—,—
Changi,1982,12,5,2.6,—,—,—,26.6,32.1,24,—,—
Changi,1982,12,6,0,—,—,—,27.5,32.2,24.6,—,—
Changi,1982,12,7,30.4,—,—,—,27.1,33,24,—,—
Changi,1982,12,8,19.5,—,—,—,25.1,26.6,22.8,—,—
Changi,1982,12,9,0,—,—,—,27,32,24,—,—
Changi,1982,12,10,1,—,—,—,26.9,32.4,24,—,—
Changi,1982,12,11,32.8,—,—,—,26.4,31.7,24,—,—
Changi,1982,12,12,0,—,—,—,26.7,29.7,24.1,—,—
Changi,1982,12,13,10,—,—,—,27.3,32.1,23.5,—,—
Changi,1982,12,14,0.8,—,—,—,25.8,28.9,24,—,—
Changi,1982,12,15,0,—,—,—,26.8,31.6,23.3,—,—
Changi,1982,12,16,0,—,—,—,27,31.5,23.9,—,—
Changi,1982,12,17,23.4,—,—,—,26.3,30.2,24.4,—,—
Changi,1982,12,18,3.5,—,—,—,25.3,27,24,—,—
Changi,1982,12,19,17.6,—,—,—,26.2,31,23.7,—,—
Changi,1982,12,20,74.4,—,—,—,24.6,26,23.5,—,—
Changi,1982,12,21,109,—,—,—,24.5,27.5,23.3,—,—
Changi,1982,12,22,62,—,—,—,24.3,26.2,23.6,—,—
Changi,1982,12,23,12.4,—,—,—,25.3,28.9,23.3,—,—
Changi,1982,12,24,0,—,—,—,27,30.4,24,—,—
Changi,1982,12,25,37,—,—,—,25.4,28.4,23.9,—,—
Changi,1982,12,26,8.9,—,—,—,25.4,29,23.8,—,—
Changi,1982,12,27,32.5,—,—,—,25.4,27.1,23.8,—,—
Changi,1982,12,28,10.5,—,—,—,26.4,30.5,24.4,—,—
Changi,1982,12,29,0,—,—,—,26.7,29.6,24.8,—,—
Changi,1982,12,30,0.7,—,—,—,26.4,29.8,24.2,—,—
Changi,1982,12,31,0,—,—,—,27,31.5,24.4,—,—
