Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1981,5,1,0.4,—,—,—,—,—,—,—,—
Changi,1981,5,2,0,—,—,—,—,—,—,—,—
Changi,1981,5,3,0,—,—,—,—,—,—,—,—
Changi,1981,5,4,11.5,—,—,—,—,—,—,—,—
Changi,1981,5,5,0,—,—,—,—,—,—,—,—
Changi,1981,5,6,0,—,—,—,—,—,—,—,—
Changi,1981,5,7,2.2,—,—,—,—,—,—,—,—
Changi,1981,5,8,0,—,—,—,—,—,—,—,—
Changi,1981,5,9,0,—,—,—,—,—,—,—,—
Changi,1981,5,10,0.7,—,—,—,—,—,—,—,—
Changi,1981,5,11,0,—,—,—,—,—,—,—,—
Changi,1981,5,12,0,—,—,—,—,—,—,—,—
Changi,1981,5,13,0,—,—,—,—,—,—,—,—
Changi,1981,5,14,0,—,—,—,—,—,—,—,—
Changi,1981,5,15,0,—,—,—,—,—,—,—,—
Changi,1981,5,16,0,—,—,—,—,—,—,—,—
Changi,1981,5,17,0,—,—,—,—,—,—,—,—
Changi,1981,5,18,5.2,—,—,—,—,—,—,—,—
Changi,1981,5,19,0.9,—,—,—,—,—,—,—,—
Changi,1981,5,20,4.7,—,—,—,—,—,—,—,—
Changi,1981,5,21,0,—,—,—,—,—,—,—,—
Changi,1981,5,22,23.1,—,—,—,—,—,—,—,—
Changi,1981,5,23,4.7,—,—,—,—,—,—,—,—
Changi,1981,5,24,4.2,—,—,—,—,—,—,—,—
Changi,1981,5,25,0.5,—,—,—,—,—,—,—,—
Changi,1981,5,26,1.7,—,—,—,—,—,—,—,—
Changi,1981,5,27,0,—,—,—,—,—,—,—,—
Changi,1981,5,28,0.7,—,—,—,—,—,—,—,—
Changi,1981,5,29,8,—,—,—,—,—,—,—,—
Changi,1981,5,30,0,—,—,—,—,—,—,—,—
Changi,1981,5,31,0,—,—,—,—,—,—,—,—
