Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1982,2,1,0.6,—,—,—,26.6,30.6,24.4,—,—
Changi,1982,2,2,0,—,—,—,26.8,30.7,24.3,—,—
Changi,1982,2,3,0,—,—,—,27,32.1,23.9,—,—
Changi,1982,2,4,0,—,—,—,27,32.2,23.5,—,—
Changi,1982,2,5,0,—,—,—,26.2,30,23.4,—,—
Changi,1982,2,6,0,—,—,—,26.5,32,23,—,—
Changi,1982,2,7,0,—,—,—,27.2,32.6,24.7,—,—
Changi,1982,2,8,0,—,—,—,27.3,32.7,24.4,—,—
Changi,1982,2,9,0,—,—,—,27.5,32,24.9,—,—
Changi,1982,2,10,0,—,—,—,27.2,32.6,23.7,—,—
Changi,1982,2,11,0,—,—,—,27.1,32.3,23.5,—,—
Changi,1982,2,12,0,—,—,—,27.2,32.9,23.5,—,—
Changi,1982,2,13,9.4,—,—,—,26.4,31.8,22.6,—,—
Changi,1982,2,14,0,—,—,—,27.4,32.4,24.2,—,—
Changi,1982,2,15,0,—,—,—,26.9,31.2,24,—,—
Changi,1982,2,16,0,—,—,—,26.8,32.3,23.5,—,—
Changi,1982,2,17,0,—,—,—,27,31.8,23.2,—,—
Changi,1982,2,18,0,—,—,—,27.5,32.5,23.9,—,—
Changi,1982,2,19,0,—,—,—,27.6,33.5,24.3,—,—
Changi,1982,2,20,0,—,—,—,27.7,33.3,24,—,—
Changi,1982,2,21,4,—,—,—,26.9,31.7,24.6,—,—
Changi,1982,2,22,6.8,—,—,—,26.6,32.7,23.7,—,—
Changi,1982,2,23,0.1,—,—,—,26.7,32.6,23.3,—,—
Changi,1982,2,24,6.9,—,—,—,27.2,33.3,24.5,—,—
Changi,1982,2,25,0,—,—,—,27.5,32.2,24.4,—,—
Changi,1982,2,26,0,—,—,—,27.4,32.7,23,—,—
Changi,1982,2,27,0,—,—,—,27.8,33.2,23.6,—,—
Changi,1982,2,28,0,—,—,—,28.3,34.3,24.4,—,—
