Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1981,10,1,0,—,—,—,—,—,—,—,—
Changi,1981,10,2,0,—,—,—,—,—,—,—,—
Changi,1981,10,3,0,—,—,—,—,—,—,—,—
Changi,1981,10,4,4.6,—,—,—,—,—,—,—,—
Changi,1981,10,5,0,—,—,—,—,—,—,—,—
Changi,1981,10,6,9,—,—,—,—,—,—,—,—
Changi,1981,10,7,0,—,—,—,—,—,—,—,—
Changi,1981,10,8,0,—,—,—,—,—,—,—,—
Changi,1981,10,9,0,—,—,—,—,—,—,—,—
Changi,1981,10,10,0,—,—,—,—,—,—,—,—
Changi,1981,10,11,0,—,—,—,—,—,—,—,—
Changi,1981,10,12,4.1,—,—,—,—,—,—,—,—
Changi,1981,10,13,0,—,—,—,—,—,—,—,—
Changi,1981,10,14,1,—,—,—,—,—,—,—,—
Changi,1981,10,15,0,—,—,—,—,—,—,—,—
Changi,1981,10,16,0,—,—,—,—,—,—,—,—
Changi,1981,10,17,1.1,—,—,—,—,—,—,—,—
Changi,1981,10,18,0,—,—,—,—,—,—,—,—
Changi,1981,10,19,3.3,—,—,—,—,—,—,—,—
Changi,1981,10,20,0,—,—,—,—,—,—,—,—
Changi,1981,10,21,0,—,—,—,—,—,—,—,—
Changi,1981,10,22,0.4,—,—,—,—,—,—,—,—
Changi,1981,10,23,3.5,—,—,—,—,—,—,—,—
Changi,1981,10,24,0,—,—,—,—,—,—,—,—
Changi,1981,10,25,5.2,—,—,—,—,—,—,—,—
Changi,1981,10,26,8.6,—,—,—,—,—,—,—,—
Changi,1981,10,27,18.4,—,—,—,—,—,—,—,—
Changi,1981,10,28,2.2,—,—,—,—,—,—,—,—
Changi,1981,10,29,2.1,—,—,—,—,—,—,—,—
Changi,1981,10,30,0.6,—,—,—,—,—,—,—,—
Changi,1981,10,31,4.2,—,—,—,—,—,—,—,—
