Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1980,2,1,39.4,—,—,—,—,—,—,—,—
Changi,1980,2,2,0,—,—,—,—,—,—,—,—
Changi,1980,2,3,10.6,—,—,—,—,—,—,—,—
Changi,1980,2,4,0,—,—,—,—,—,—,—,—
Changi,1980,2,5,8,—,—,—,—,—,—,—,—
Changi,1980,2,6,0,—,—,—,—,—,—,—,—
Changi,1980,2,7,0,—,—,—,—,—,—,—,—
Changi,1980,2,8,0,—,—,—,—,—,—,—,—
Changi,1980,2,9,0,—,—,—,—,—,—,—,—
Changi,1980,2,10,0,—,—,—,—,—,—,—,—
Changi,1980,2,11,0.6,—,—,—,—,—,—,—,—
Changi,1980,2,12,0,—,—,—,—,—,—,—,—
Changi,1980,2,13,0,—,—,—,—,—,—,—,—
Changi,1980,2,14,0,—,—,—,—,—,—,—,—
Changi,1980,2,15,0,—,—,—,—,—,—,—,—
Changi,1980,2,16,0,—,—,—,—,—,—,—,—
Changi,1980,2,17,0,—,—,—,—,—,—,—,—
Changi,1980,2,18,1.4,—,—,—,—,—,—,—,—
Changi,1980,2,19,0.2,—,—,—,—,—,—,—,—
Changi,1980,2,20,2.3,—,—,—,—,—,—,—,—
Changi,1980,2,21,0,—,—,—,—,—,—,—,—
Changi,1980,2,22,0.4,—,—,—,—,—,—,—,—
Changi,1980,2,23,0,—,—,—,—,—,—,—,—
Changi,1980,2,24,1.3,—,—,—,—,—,—,—,—
Changi,1980,2,25,8.8,—,—,—,—,—,—,—,—
Changi,1980,2,26,0,—,—,—,—,—,—,—,—
Changi,1980,2,27,3.3,—,—,—,—,—,—,—,—
Changi,1980,2,28,1.7,—,—,—,—,—,—,—,—
Changi,1980,2,29,0,—,—,—,—,—,—,—,—
