Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1980,8,1,0,—,—,—,—,—,—,—,—
Changi,1980,8,2,8.4,—,—,—,—,—,—,—,—
Changi,1980,8,3,0.1,—,—,—,—,—,—,—,—
Changi,1980,8,4,13.5,—,—,—,—,—,—,—,—
Changi,1980,8,5,0,—,—,—,—,—,—,—,—
Changi,1980,8,6,1.9,—,—,—,—,—,—,—,—
Changi,1980,8,7,4.4,—,—,—,—,—,—,—,—
Changi,1980,8,8,0,—,—,—,—,—,—,—,—
Changi,1980,8,9,17.4,—,—,—,—,—,—,—,—
Changi,1980,8,10,0.7,—,—,—,—,—,—,—,—
Changi,1980,8,11,1.9,—,—,—,—,—,—,—,—
Changi,1980,8,12,58.3,—,—,—,—,—,—,—,—
Changi,1980,8,13,1.3,—,—,—,—,—,—,—,—
Changi,1980,8,14,2.1,—,—,—,—,—,—,—,—
Changi,1980,8,15,0,—,—,—,—,—,—,—,—
Changi,1980,8,16,43.5,—,—,—,—,—,—,—,—
Changi,1980,8,17,9.3,—,—,—,—,—,—,—,—
Changi,1980,8,18,0,—,—,—,—,—,—,—,—
Changi,1980,8,19,0.2,—,—,—,—,—,—,—,—
Changi,1980,8,20,4.9,—,—,—,—,—,—,—,—
Changi,1980,8,21,5.6,—,—,—,—,—,—,—,—
Changi,1980,8,22,0,—,—,—,—,—,—,—,—
Changi,1980,8,23,0.2,—,—,—,—,—,—,—,—
Changi,1980,8,24,0,—,—,—,—,—,—,—,—
Changi,1980,8,25,0,—,—,—,—,—,—,—,—
Changi,1980,8,26,0,—,—,—,—,—,—,—,—
Changi,1980,8,27,0,—,—,—,—,—,—,—,—
Changi,1980,8,28,2,—,—,—,—,—,—,—,—
Changi,1980,8,29,35.2,—,—,—,—,—,—,—,—
Changi,1980,8,30,8.1,—,—,—,—,—,—,—,—
Changi,1980,8,31,0,—,—,—,—,—,—,—,—
