Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1982,8,1,0,—,—,—,28.9,32.2,26.7,—,—
Changi,1982,8,2,0,—,—,—,29,32.5,26.8,—,—
Changi,1982,8,3,0,—,—,—,28.6,33.2,26.9,—,—
Changi,1982,8,4,0,—,—,—,28.1,31.6,25.5,—,—
Changi,1982,8,5,1.1,—,—,—,26.6,31,23.8,—,—
Changi,1982,8,6,13.7,—,—,—,27.9,32,23.5,—,—
Changi,1982,8,7,0,—,—,—,28.5,31.9,26.5,—,—
Changi,1982,8,8,0,—,—,—,28.3,32.1,25,—,—
Changi,1982,8,9,0,—,—,—,27.8,31.7,26,—,—
Changi,1982,8,10,57.7,—,—,—,26.6,31.2,22.8,—,—
Changi,1982,8,11,31.7,—,—,—,26.2,31.2,23,—,—
Changi,1982,8,12,13.5,—,—,—,25.4,28.4,24,—,—
Changi,1982,8,13,0,—,—,—,27.2,31.6,24.2,—,—
Changi,1982,8,14,2.6,—,—,—,28,31.9,25.2,—,—
Changi,1982,8,15,0,—,—,—,27.9,30.6,26,—,—
Changi,1982,8,16,0,—,—,—,26.8,29.1,24,—,—
Changi,1982,8,17,11,—,—,—,26.6,30.6,21.9,—,—
Changi,1982,8,18,0,—,—,—,28.2,31.5,26,—,—
Changi,1982,8,19,0,—,—,—,28.3,31.4,26.3,—,—
Changi,1982,8,20,0,—,—,—,28.5,31.2,26.2,—,—
Changi,1982,8,21,0.5,—,—,—,28.3,30.8,26.8,—,—
Changi,1982,8,22,8.3,—,—,—,27,29.3,23.4,—,—
Changi,1982,8,23,0,—,—,—,28,31.2,25.4,—,—
Changi,1982,8,24,11,—,—,—,26.7,29.2,24.5,—,—
Changi,1982,8,25,0,—,—,—,27.2,30.7,24.5,—,—
Changi,1982,8,26,0,—,—,—,28.1,30.7,26.6,—,—
Changi,1982,8,27,0,—,—,—,28.2,31.5,26.2,—,—
Changi,1982,8,28,0,—,—,—,28.3,31.2,26.4,—,—
Changi,1982,8,29,0,—,—,—,28.2,30.8,26.2,—,—
Changi,1982,8,30,18.4,—,—,—,26.7,30.4,22.1,—,—
Changi,1982,8,31,0,—,—,—,27.7,32.1,24.1,—,—
