Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1980,6,1,0,—,—,—,—,—,—,—,—
Changi,1980,6,2,0.1,—,—,—,—,—,—,—,—
Changi,1980,6,3,8.4,—,—,—,—,—,—,—,—
Changi,1980,6,4,0,—,—,—,—,—,—,—,—
Changi,1980,6,5,51,—,—,—,—,—,—,—,—
Changi,1980,6,6,23.8,—,—,—,—,—,—,—,—
Changi,1980,6,7,2.8,—,—,—,—,—,—,—,—
Changi,1980,6,8,0,—,—,—,—,—,—,—,—
Changi,1980,6,9,0,—,—,—,—,—,—,—,—
Changi,1980,6,10,0,—,—,—,—,—,—,—,—
Changi,1980,6,11,3.2,—,—,—,—,—,—,—,—
Changi,1980,6,12,0,—,—,—,—,—,—,—,—
Changi,1980,6,13,2,—,—,—,—,—,—,—,—
Changi,1980,6,14,8,—,—,—,—,—,—,—,—
Changi,1980,6,15,3.4,—,—,—,—,—,—,—,—
Changi,1980,6,16,0.3,—,—,—,—,—,—,—,—
Changi,1980,6,17,0.8,—,—,—,—,—,—,—,—
Changi,1980,6,18,0,—,—,—,—,—,—,—,—
Changi,1980,6,19,0,—,—,—,—,—,—,—,—
Changi,1980,6,20,0,—,—,—,—,—,—,—,—
Changi,1980,6,21,0,—,—,—,—,—,—,—,—
Changi,1980,6,22,0.3,—,—,—,—,—,—,—,—
Changi,1980,6,23,13,—,—,—,—,—,—,—,—
Changi,1980,6,24,44.3,—,—,—,—,—,—,—,—
Changi,1980,6,25,5.4,—,—,—,—,—,—,—,—
Changi,1980,6,26,0,—,—,—,—,—,—,—,—
Changi,1980,6,27,0.2,—,—,—,—,—,—,—,—
Changi,1980,6,28,0,—,—,—,—,—,—,—,—
Changi,1980,6,29,0,—,—,—,—,—,—,—,—
Changi,1980,6,30,0,—,—,—,—,—,—,—,—
