Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1980,12,1,6.2,—,—,—,—,—,—,—,—
Changi,1980,12,2,12.3,—,—,—,—,—,—,—,—
Changi,1980,12,3,0.1,—,—,—,—,—,—,—,—
Changi,1980,12,4,11.9,—,—,—,—,—,—,—,—
Changi,1980,12,5,1.5,—,—,—,—,—,—,—,—
Changi,1980,12,6,1.7,—,—,—,—,—,—,—,—
Changi,1980,12,7,4.1,—,—,—,—,—,—,—,—
Changi,1980,12,8,0.4,—,—,—,—,—,—,—,—
Changi,1980,12,9,0,—,—,—,—,—,—,—,—
Changi,1980,12,10,0.4,—,—,—,—,—,—,—,—
Changi,1980,12,11,15.1,—,—,—,—,—,—,—,—
Changi,1980,12,12,3.2,—,—,—,—,—,—,—,—
Changi,1980,12,13,0,—,—,—,—,—,—,—,—
Changi,1980,12,14,0,—,—,—,—,—,—,—,—
Changi,1980,12,15,43.5,—,—,—,—,—,—,—,—
Changi,1980,12,16,0.4,—,—,—,—,—,—,—,—
Changi,1980,12,17,24.8,—,—,—,—,—,—,—,—
Changi,1980,12,18,3.4,—,—,—,—,—,—,—,—
Changi,1980,12,19,4.4,—,—,—,—,—,—,—,—
Changi,1980,12,20,0,—,—,—,—,—,—,—,—
Changi,1980,12,21,0,—,—,—,—,—,—,—,—
Changi,1980,12,22,1.6,—,—,—,—,—,—,—,—
Changi,1980,12,23,0,—,—,—,—,—,—,—,—
Changi,1980,12,24,0.5,—,—,—,—,—,—,—,—
Changi,1980,12,25,16.8,—,—,—,—,—,—,—,—
Changi,1980,12,26,0,—,—,—,—,—,—,—,—
Changi,1980,12,27,0,—,—,—,—,—,—,—,—
Changi,1980,12,28,7.3,—,—,—,—,—,—,—,—
Changi,1980,12,29,21.4,—,—,—,—,—,—,—,—
Changi,1980,12,30,61.5,—,—,—,—,—,—,—,—
Changi,1980,12,31,4.5,—,—,—,—,—,—,—,—
