Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1982,10,1,0,—,—,—,26.7,31.2,24.2,—,—
Changi,1982,10,2,0,—,—,—,26.4,32.6,23.1,—,—
Changi,1982,10,3,0,—,—,—,27.1,33.2,23.1,—,—
Changi,1982,10,4,0,—,—,—,28.2,33.5,23.6,—,—
Changi,1982,10,5,0,—,—,—,28.3,32.2,24.6,—,—
Changi,1982,10,6,10,—,—,—,28.2,32.2,23.3,—,—
Changi,1982,10,7,0,—,—,—,27.6,32,24.7,—,—
Changi,1982,10,8,1.1,—,—,—,27.5,31.8,24.4,—,—
Changi,1982,10,9,0.1,—,—,—,27.6,32,24,—,—
Changi,1982,10,10,0,—,—,—,27.2,31.1,24.1,—,—
Changi,1982,10,11,0,—,—,—,28.2,32.5,24.5,—,—
Changi,1982,10,12,0,—,—,—,28.3,32.4,25.6,—,—
Changi,1982,10,13,0,—,—,—,27.9,32.5,25.2,—,—
Changi,1982,10,14,0.9,—,—,—,26.1,28.7,24.5,—,—
Changi,1982,10,15,0,—,—,—,26.2,30.6,24.1,—,—
Changi,1982,10,16,9.7,—,—,—,25.8,29.9,23.3,—,—
Changi,1982,10,17,2.3,—,—,—,26.2,28.8,22.6,—,—
Changi,1982,10,18,0,—,—,—,27.8,32.9,24,—,—
Changi,1982,10,19,0,—,—,—,28,32.1,25,—,—
Changi,1982,10,20,0,—,—,—,28.3,33,25.2,—,—
Changi,1982,10,21,0,—,—,—,27.9,32.2,25,—,—
Changi,1982,10,22,0,—,—,—,28.3,33.8,25.1,—,—
Changi,1982,10,23,8,—,—,—,27.1,32.3,24.6,—,—
Changi,1982,10,24,0,—,—,—,28.3,33.3,25,—,—
Changi,1982,10,25,0,—,—,—,27.9,32.5,25.4,—,—
Changi,1982,10,26,2.8,—,—,—,26.6,32.9,24.2,—,—
Changi,1982,10,27,0,—,—,—,27.3,32,23.4,—,—
Changi,1982,10,28,1.7,—,—,—,27.3,32,24,—,—
Changi,1982,10,29,0,—,—,—,27.9,32.8,24.5,—,—
Changi,1982,10,30,1.1,—,—,—,27.1,33.4,25,—,—
Changi,1982,10,31,1.6,—,—,—,27,33.3,24.2,—,—
