Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1981,7,1,0,—,—,—,—,—,—,—,—
Changi,1981,7,2,0,—,—,—,—,—,—,—,—
Changi,1981,7,3,0,—,—,—,—,—,—,—,—
Changi,1981,7,4,3.1,—,—,—,—,—,—,—,—
Changi,1981,7,5,0.3,—,—,—,—,—,—,—,—
Changi,1981,7,6,0,—,—,—,—,—,—,—,—
Changi,1981,7,7,12,—,—,—,—,—,—,—,—
Changi,1981,7,8,0,—,—,—,—,—,—,—,—
Changi,1981,7,9,3.3,—,—,—,—,—,—,—,—
Changi,1981,7,10,1.8,—,—,—,—,—,—,—,—
Changi,1981,7,11,1,—,—,—,—,—,—,—,—
Changi,1981,7,12,1.4,—,—,—,—,—,—,—,—
Changi,1981,7,13,0,—,—,—,—,—,—,—,—
Changi,1981,7,14,0.7,—,—,—,—,—,—,—,—
Changi,1981,7,15,14.2,—,—,—,—,—,—,—,—
Changi,1981,7,16,0,—,—,—,—,—,—,—,—
Changi,1981,7,17,26.9,—,—,—,—,—,—,—,—
Changi,1981,7,18,30.6,—,—,—,—,—,—,—,—
Changi,1981,7,19,21.9,—,—,—,—,—,—,—,—
Changi,1981,7,20,0,—,—,—,—,—,—,—,—
Changi,1981,7,21,8.7,—,—,—,—,—,—,—,—
Changi,1981,7,22,3.9,—,—,—,—,—,—,—,—
Changi,1981,7,23,13.7,—,—,—,—,—,—,—,—
Changi,1981,7,24,0,—,—,—,—,—,—,—,—
Changi,1981,7,25,7.3,—,—,—,—,—,—,—,—
Changi,1981,7,26,0,—,—,—,—,—,—,—,—
Changi,1981,7,27,0,—,—,—,—,—,—,—,—
Changi,1981,7,28,0,—,—,—,—,—,—,—,—
Changi,1981,7,29,0,—,—,—,—,—,—,—,—
Changi,1981,7,30,3.5,—,—,—,—,—,—,—,—
Changi,1981,7,31,0,—,—,—,—,—,—,—,—
