Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1980,5,1,0,—,—,—,—,—,—,—,—
Changi,1980,5,2,2.3,—,—,—,—,—,—,—,—
Changi,1980,5,3,0.6,—,—,—,—,—,—,—,—
Changi,1980,5,4,8,—,—,—,—,—,—,—,—
Changi,1980,5,5,41.7,—,—,—,—,—,—,—,—
Changi,1980,5,6,11.2,—,—,—,—,—,—,—,—
Changi,1980,5,7,3.4,—,—,—,—,—,—,—,—
Changi,1980,5,8,0,—,—,—,—,—,—,—,—
Changi,1980,5,9,59.8,—,—,—,—,—,—,—,—
Changi,1980,5,10,0,—,—,—,—,—,—,—,—
Changi,1980,5,11,12.6,—,—,—,—,—,—,—,—
Changi,1980,5,12,0,—,—,—,—,—,—,—,—
Changi,1980,5,13,0,—,—,—,—,—,—,—,—
Changi,1980,5,14,0,—,—,—,—,—,—,—,—
Changi,1980,5,15,0,—,—,—,—,—,—,—,—
Changi,1980,5,16,0,—,—,—,—,—,—,—,—
Changi,1980,5,17,0,—,—,—,—,—,—,—,—
Changi,1980,5,18,0,—,—,—,—,—,—,—,—
Changi,1980,5,19,7.6,—,—,—,—,—,—,—,—
Changi,1980,5,20,0,—,—,—,—,—,—,—,—
Changi,1980,5,21,0,—,—,—,—,—,—,—,—
Changi,1980,5,22,0,—,—,—,—,—,—,—,—
Changi,1980,5,23,0,—,—,—,—,—,—,—,—
Changi,1980,5,24,0,—,—,—,—,—,—,—,—
Changi,1980,5,25,0,—,—,—,—,—,—,—,—
Changi,1980,5,26,1.6,—,—,—,—,—,—,—,—
Changi,1980,5,27,0.2,—,—,—,—,—,—,—,—
Changi,1980,5,28,2.6,—,—,—,—,—,—,—,—
Changi,1980,5,29,0,—,—,—,—,—,—,—,—
Changi,1980,5,30,0,—,—,—,—,—,—,—,—
Changi,1980,5,31,0,—,—,—,—,—,—,—,—
