Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1980,9,1,0,—,—,—,—,—,—,—,—
Changi,1980,9,2,0.8,—,—,—,—,—,—,—,—
Changi,1980,9,3,10.5,—,—,—,—,—,—,—,—
Changi,1980,9,4,1.5,—,—,—,—,—,—,—,—
Changi,1980,9,5,2.8,—,—,—,—,—,—,—,—
Changi,1980,9,6,0,—,—,—,—,—,—,—,—
Changi,1980,9,7,15.3,—,—,—,—,—,—,—,—
Changi,1980,9,8,0,—,—,—,—,—,—,—,—
Changi,1980,9,9,3.3,—,—,—,—,—,—,—,—
Changi,1980,9,10,2.9,—,—,—,—,—,—,—,—
Changi,1980,9,11,0,—,—,—,—,—,—,—,—
Changi,1980,9,12,3,—,—,—,—,—,—,—,—
Changi,1980,9,13,0,—,—,—,—,—,—,—,—
Changi,1980,9,14,0,—,—,—,—,—,—,—,—
Changi,1980,9,15,33.8,—,—,—,—,—,—,—,—
Changi,1980,9,16,0,—,—,—,—,—,—,—,—
Changi,1980,9,17,0,—,—,—,—,—,—,—,—
Changi,1980,9,18,5.8,—,—,—,—,—,—,—,—
Changi,1980,9,19,12.4,—,—,—,—,—,—,—,—
Changi,1980,9,20,0,—,—,—,—,—,—,—,—
Changi,1980,9,21,3.2,—,—,—,—,—,—,—,—
Changi,1980,9,22,8.1,—,—,—,—,—,—,—,—
Changi,1980,9,23,13.4,—,—,—,—,—,—,—,—
Changi,1980,9,24,0,—,—,—,—,—,—,—,—
Changi,1980,9,25,0,—,—,—,—,—,—,—,—
Changi,1980,9,26,15.3,—,—,—,—,—,—,—,—
Changi,1980,9,27,39.2,—,—,—,—,—,—,—,—
Changi,1980,9,28,7.6,—,—,—,—,—,—,—,—
Changi,1980,9,29,1.8,—,—,—,—,—,—,—,—
Changi,1980,9,30,0,—,—,—,—,—,—,—,—
