Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1981,1,1,0,—,—,—,—,—,—,—,—
Changi,1981,1,2,0,—,—,—,—,—,—,—,—
Changi,1981,1,3,0,—,—,—,—,—,—,—,—
Changi,1981,1,4,0,—,—,—,—,—,—,—,—
Changi,1981,1,5,0,—,—,—,—,—,—,—,—
Changi,1981,1,6,0.3,—,—,—,—,—,—,—,—
Changi,1981,1,7,51.4,—,—,—,—,—,—,—,—
Changi,1981,1,8,0,—,—,—,—,—,—,—,—
Changi,1981,1,9,4.4,—,—,—,—,—,—,—,—
Changi,1981,1,10,0,—,—,—,—,—,—,—,—
Changi,1981,1,11,0,—,—,—,—,—,—,—,—
Changi,1981,1,12,0,—,—,—,—,—,—,—,—
Changi,1981,1,13,0,—,—,—,—,—,—,—,—
Changi,1981,1,14,0.1,—,—,—,—,—,—,—,—
Changi,1981,1,15,0,—,—,—,—,—,—,—,—
Changi,1981,1,16,0,—,—,—,—,—,—,—,—
Changi,1981,1,17,0.4,—,—,—,—,—,—,—,—
Changi,1981,1,18,0,—,—,—,—,—,—,—,—
Changi,1981,1,19,0,—,—,—,—,—,—,—,—
Changi,1981,1,20,0,—,—,—,—,—,—,—,—
Changi,1981,1,21,0,—,—,—,—,—,—,—,—
Changi,1981,1,22,0,—,—,—,—,—,—,—,—
Changi,1981,1,23,0,—,—,—,—,—,—,—,—
Changi,1981,1,24,0,—,—,—,—,—,—,—,—
Changi,1981,1,25,0,—,—,—,—,—,—,—,—
Changi,1981,1,26,0,—,—,—,—,—,—,—,—
Changi,1981,1,27,0,—,—,—,—,—,—,—,—
Changi,1981,1,28,0,—,—,—,—,—,—,—,—
Changi,1981,1,29,0.6,—,—,—,—,—,—,—,—
Changi,1981,1,30,0,—,—,—,—,—,—,—,—
Changi,1981,1,31,0,—,—,—,—,—,—,—,—
