time,dengue_cases,denv_1,denv_2,denv_3,denv_4,Mean Temperature (°C),Mean Wind Speed (km/h),Daily Rainfall Total (mm),Maximum Temperature (°C),Max Wind Speed (km/h),Minimum Temperature (°C),google_trends,Mean Temperature (°C)_lag28,Mean Temperature (°C)_lag51,Mean Wind Speed (km/h)_lag6,Mean Wind Speed (km/h)_lag22,Mean Wind Speed (km/h)_lag47,Maximum Temperature (°C)_lag10,Max Wind Speed (km/h)_lag14,Max Wind Speed (km/h)_lag41,Minimum Temperature (°C)_lag49,dengue_cases_lag_1,dengue_cases_lag_2,dengue_cases_lag_3,s_ratio,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2019-03-24,99,0.05,0.639,0.238,0.074,28.842857142857145,9.828571428571427,1.2571428571428571,34.5,32.8,23.1,22,27.185714285714287,,12.071428571428571,6.742857142857143,6.842857142857143,32.6,37.4,36.4,24.6,96.0,109.0,133.0,0.6854294922451535,0,1,0,0,0,0,0,0,0,0,0
2019-03-31,108,0.05,0.639,0.238,0.074,28.7,9.357142857142858,5.2,34.5,34.9,22.9,21,28.11428571428572,28.52857142857143,12.714285714285714,6.1571428571428575,8.328571428571427,32.6,45.0,42.5,25.5,99.0,96.0,109.0,0.685255103583689,0,1,0,0,0,0,0,0,0,0,0
2019-04-07,125,0.077,0.568,0.297,0.058,28.11428571428572,7.928571428571429,8.142857142857142,33.7,36.7,22.7,28,27.557142857142857,28.914285714285715,10.842857142857142,6.885714285714286,11.228571428571428,31.9,45.7,47.2,22.6,108.0,99.0,96.0,0.6951297479264498,0,0,1,0,0,0,0,0,0,0,0
2019-04-14,134,0.077,0.568,0.297,0.058,28.62857142857143,7.814285714285715,5.314285714285715,33.4,40.7,23.6,28,29.15714285714285,28.142857142857142,13.357142857142858,5.6571428571428575,6.471428571428571,32.9,43.9,36.4,23.6,125.0,108.0,99.0,0.6949699161805499,0,0,1,0,0,0,0,0,0,0,0
2019-04-21,156,0.077,0.568,0.297,0.058,29.357142857142858,8.857142857142858,3.057142857142857,34.5,37.8,25.0,30,29.185714285714287,28.414285714285715,10.9,5.385714285714286,6.914285714285714,34.1,37.8,41.8,26.3,134.0,125.0,108.0,0.6948507505037099,0,0,1,0,0,0,0,0,0,0,0
2019-04-28,192,0.077,0.568,0.297,0.058,28.428571428571427,5.871428571428572,8.457142857142857,34.5,40.3,24.0,28,26.585714285714285,28.785714285714285,10.22857142857143,5.542857142857143,5.6000000000000005,33.6,35.6,51.1,24.6,156.0,134.0,125.0,0.6947541170793182,0,0,1,0,0,0,0,0,0,0,0
2019-05-05,287,0.033,0.569,0.275,0.123,29.085714285714285,6.771428571428571,1.0285714285714287,34.3,34.9,25.6,33,28.02857142857143,29.685714285714287,9.828571428571427,6.928571428571429,9.55714285714286,33.5,47.5,40.0,24.0,192.0,156.0,134.0,0.7045156193227181,0,0,0,1,0,0,0,0,0,0,0
2019-05-12,307,0.033,0.569,0.275,0.123,29.457142857142856,6.228571428571429,4.571428571428571,34.7,52.6,22.9,30,27.8,28.414285714285715,9.357142857142858,6.285714285714286,9.328571428571427,33.6,38.9,41.0,22.9,287.0,192.0,156.0,0.7041311824148263,0,0,0,1,0,0,0,0,0,0,0
2019-05-19,376,0.033,0.569,0.275,0.123,29.02857142857143,7.085714285714286,2.628571428571429,33.1,41.0,22.8,28,27.47142857142857,28.31428571428572,7.928571428571429,6.4,8.27142857142857,34.7,43.6,40.3,24.2,307.0,287.0,192.0,0.7039095642160054,0,0,0,1,0,0,0,0,0,0,0
2019-05-26,400,0.033,0.569,0.275,0.123,29.27142857142857,8.4,0.8571428571428571,33.5,35.6,26.1,40,27.32857142857143,27.842857142857145,7.814285714285715,7.357142857142857,6.528571428571429,34.8,43.2,40.0,23.6,376.0,307.0,287.0,0.7034037246022529,0,0,0,1,0,0,0,0,0,0,0
2019-06-02,396,0.045,0.641,0.239,0.075,29.11428571428572,9.457142857142856,2.7142857142857144,33.0,43.9,25.2,35,27.17142857142857,29.728571428571428,8.857142857142858,6.857142857142857,9.985714285714286,34.5,35.3,40.3,23.6,400.0,376.0,307.0,0.6822617420862551,0,0,0,0,1,0,0,0,0,0,0
2019-06-09,464,0.045,0.641,0.239,0.075,27.728571428571428,7.485714285714286,7.571428571428571,32.6,37.8,24.2,37,27.31428571428572,29.1,5.871428571428572,9.257142857142856,10.285714285714286,34.5,41.8,43.2,23.0,396.0,400.0,376.0,0.6817160573576752,0,0,0,0,1,0,0,0,0,0,0
2019-06-16,430,0.045,0.641,0.239,0.075,28.957142857142856,9.44285714285714,3.7142857142857135,33.0,36.7,23.6,52,27.442857142857143,27.74285714285714,6.771428571428571,12.385714285714286,11.514285714285714,33.7,37.8,45.0,23.1,464.0,396.0,400.0,0.6806135097270489,0,0,0,0,1,0,0,0,0,0,0
2019-06-23,492,0.045,0.641,0.239,0.075,28.0,7.614285714285714,8.885714285714286,32.4,57.6,23.3,50,27.61428571428572,27.042857142857144,6.228571428571429,9.314285714285717,12.4,33.4,41.0,42.5,21.9,430.0,464.0,396.0,0.6799892404874976,0,0,0,0,1,0,0,0,0,0,0
2019-06-30,591,0.045,0.641,0.239,0.075,28.985714285714288,11.828571428571427,2.7142857142857144,32.5,43.2,23.9,42,26.885714285714283,28.24285714285714,7.085714285714286,12.7,10.028571428571428,34.5,32.8,37.1,23.5,492.0,430.0,464.0,0.6794073938789679,0,0,0,0,1,0,0,0,0,0,0
2019-07-07,661,0.024,0.697,0.207,0.072,29.25714285714286,12.0,0.0571428571428571,33.2,42.5,26.8,45,27.728571428571428,28.25714285714286,8.4,12.585714285714284,10.342857142857143,34.5,34.9,37.4,24.9,591.0,492.0,430.0,0.66795796441278,0,0,0,0,0,1,0,0,0,0,0
2019-07-14,644,0.024,0.697,0.207,0.072,29.057142857142857,13.185714285714283,0.2571428571428571,32.9,42.1,24.8,51,28.285714285714285,28.914285714285715,9.457142857142856,12.071428571428571,14.8,34.3,36.7,45.4,24.0,661.0,591.0,492.0,0.666172334127298,0,0,0,0,0,1,0,0,0,0,0
2019-07-21,601,0.024,0.697,0.207,0.072,28.81428571428572,13.214285714285714,0.3714285714285714,32.7,44.6,23.9,50,28.61428571428572,29.0,7.485714285714286,12.714285714285714,9.814285714285717,34.7,40.7,45.7,21.9,644.0,661.0,591.0,0.6643515443775898,0,0,0,0,0,1,0,0,0,0,0
2019-07-28,597,0.024,0.697,0.207,0.072,28.77142857142857,11.2,1.0571428571428572,33.0,39.2,24.2,57,28.31428571428572,27.81428571428572,9.44285714285714,10.842857142857142,8.585714285714285,33.1,37.8,44.6,24.9,601.0,644.0,661.0,0.6628310670348374,0,0,0,0,0,1,0,0,0,0,0
2019-08-04,521,0.014,0.722,0.175,0.089,29.442857142857143,14.614285714285714,0.0,33.4,47.2,26.7,60,27.47142857142857,28.571428571428573,7.614285714285714,13.357142857142858,6.228571428571429,33.5,40.3,48.2,22.5,597.0,601.0,644.0,0.657320944542379,0,0,0,0,0,0,1,0,0,0,0
2019-08-11,522,0.014,0.722,0.175,0.089,29.185714285714287,16.04285714285714,0.5714285714285714,32.9,40.7,27.2,47,27.642857142857142,29.25714285714286,11.828571428571427,10.9,9.314285714285717,33.0,34.9,35.6,21.4,521.0,597.0,601.0,0.6559202220875394,0,0,0,0,0,0,1,0,0,0,0
2019-08-18,474,0.014,0.722,0.175,0.089,29.585714285714285,16.257142857142856,0.0,33.3,42.5,27.2,48,27.81428571428572,28.24285714285714,12.0,10.22857142857143,8.385714285714286,32.6,52.6,37.8,21.8,522.0,521.0,597.0,0.6543237656349882,0,0,0,0,0,0,1,0,0,0,0
2019-08-25,412,0.014,0.722,0.175,0.089,29.32857142857143,15.628571428571428,0.5428571428571428,34.0,44.3,25.7,41,28.385714285714283,28.15714285714285,13.185714285714283,9.828571428571427,12.028571428571428,33.0,41.0,32.8,24.8,474.0,522.0,521.0,0.6528134599087416,0,0,0,0,0,0,1,0,0,0,0
2019-09-01,326,0.031,0.656,0.257,0.055,28.25714285714286,11.828571428571427,0.5714285714285714,33.2,43.6,24.5,36,28.085714285714285,27.185714285714287,13.214285714285714,9.357142857142858,11.62857142857143,32.4,35.6,55.4,23.7,412.0,474.0,522.0,0.662611631563414,0,0,0,0,0,0,0,1,0,0,0
2019-09-08,314,0.031,0.656,0.257,0.055,29.442857142857143,16.04285714285714,0.0,33.8,42.5,24.7,40,28.071428571428573,28.11428571428572,11.2,7.928571428571429,5.2,32.5,43.9,40.0,26.1,326.0,412.0,474.0,0.6619085623333559,0,0,0,0,0,0,0,1,0,0,0
2019-09-15,299,0.031,0.656,0.257,0.055,29.2,13.971428571428572,0.0,33.8,41.0,27.0,41,28.342857142857145,27.557142857142857,14.614285714285714,7.814285714285715,6.742857142857143,33.2,37.8,33.5,23.7,314.0,326.0,412.0,0.661223096606391,0,0,0,0,0,0,0,1,0,0,0
2019-09-22,258,0.031,0.656,0.257,0.055,29.24285714285714,15.814285714285717,0.0,33.9,46.1,26.4,37,28.928571428571427,29.15714285714285,16.04285714285714,8.857142857142858,6.1571428571428575,32.9,36.7,26.6,22.5,299.0,314.0,326.0,0.6604674537891012,0,0,0,0,0,0,0,1,0,0,0
2019-09-29,243,0.031,0.656,0.257,0.055,28.442857142857143,8.885714285714284,3.057142857142857,34.3,47.2,22.9,31,28.52857142857143,29.185714285714287,16.257142857142856,5.871428571428572,6.885714285714286,32.7,57.6,37.4,23.4,258.0,299.0,314.0,0.6599048319020743,0,0,0,0,0,0,0,1,0,0,0
2019-10-06,227,0.058,0.563,0.332,0.047,27.67142857142857,8.957142857142857,2.2857142857142856,33.9,51.8,22.9,30,28.842857142857145,26.585714285714285,15.628571428571428,6.771428571428571,5.6571428571428575,33.0,43.2,45.0,25.1,243.0,258.0,299.0,0.6798403973150452,0,0,0,0,0,0,0,0,1,0,0
2019-10-13,239,0.058,0.563,0.332,0.047,28.32857142857143,7.928571428571429,1.8,33.8,38.2,23.6,36,28.7,28.02857142857143,11.828571428571427,6.228571428571429,5.385714285714286,33.4,42.5,45.7,24.5,227.0,243.0,258.0,0.6795795592579419,0,0,0,0,0,0,0,0,1,0,0
2019-10-20,241,0.058,0.563,0.332,0.047,28.87142857142857,8.7,1.1428571428571428,34.4,48.6,26.0,32,28.11428571428572,27.8,16.04285714285714,7.085714285714286,5.542857142857143,32.9,42.1,43.9,23.6,239.0,227.0,243.0,0.6792640983089345,0,0,0,0,0,0,0,0,1,0,0
2019-10-27,306,0.058,0.563,0.332,0.047,27.77142857142857,6.371428571428572,18.057142857142857,33.3,36.4,23.1,30,28.62857142857143,27.47142857142857,13.971428571428572,8.4,6.928571428571429,33.3,44.6,37.8,22.4,241.0,239.0,227.0,0.6791887828255799,0,0,0,0,0,0,0,0,1,0,0
2019-11-03,321,0.027,0.576,0.299,0.098,28.1,6.628571428571428,4.285714285714286,33.4,45.4,22.9,37,29.357142857142858,27.32857142857143,15.814285714285717,9.457142857142856,6.285714285714286,34.0,39.2,35.6,22.8,306.0,241.0,239.0,0.6822588465269714,0,0,0,0,0,0,0,0,0,1,0
2019-11-10,372,0.027,0.576,0.299,0.098,28.77142857142857,7.042857142857143,0.7714285714285714,33.7,39.2,24.0,40,28.428571428571427,27.17142857142857,8.885714285714284,7.485714285714286,6.4,33.2,47.2,47.5,23.9,321.0,306.0,241.0,0.6820180681546073,0,0,0,0,0,0,0,0,0,1,0
2019-11-17,328,0.027,0.576,0.299,0.098,28.428571428571427,6.957142857142857,0.1714285714285714,34.4,37.4,24.7,34,29.085714285714285,27.31428571428572,8.957142857142857,9.44285714285714,7.357142857142857,33.8,40.7,38.9,24.9,372.0,321.0,306.0,0.6813584481518403,0,0,0,0,0,0,0,0,0,1,0
2019-11-24,295,0.027,0.576,0.299,0.098,26.985714285714288,6.9,3.2,34.0,33.5,24.2,35,29.457142857142856,27.442857142857143,7.928571428571429,7.614285714285714,6.857142857142857,33.8,42.5,43.6,23.7,328.0,372.0,321.0,0.6807998816147367,0,0,0,0,0,0,0,0,0,1,0
2019-12-01,280,0.049,0.451,0.407,0.093,27.714285714285715,7.357142857142857,13.371428571428572,33.0,34.9,24.0,30,29.02857142857143,27.61428571428572,8.7,11.828571428571427,9.257142857142856,33.9,44.3,43.2,23.6,295.0,328.0,372.0,0.7086804773188505,0,0,0,0,0,0,0,0,0,0,1
2019-12-08,257,0.049,0.451,0.407,0.093,27.47142857142857,12.0,8.971428571428572,31.9,42.8,23.9,29,29.27142857142857,26.885714285714283,6.371428571428572,12.0,12.385714285714286,34.3,43.6,35.3,24.7,280.0,295.0,328.0,0.70831321585266,0,0,0,0,0,0,0,0,0,0,1
2019-12-15,226,0.049,0.451,0.407,0.093,24.914285714285715,7.471428571428571,43.4,31.1,41.8,22.7,32,29.11428571428572,27.728571428571428,6.628571428571428,13.185714285714283,9.314285714285717,33.9,42.5,41.8,24.8,257.0,280.0,295.0,0.7079406343848348,0,0,0,0,0,0,0,0,0,0,1
2019-12-22,290,0.049,0.451,0.407,0.093,26.5,7.6571428571428575,7.442857142857142,31.1,37.4,23.2,33,27.728571428571428,28.285714285714285,7.042857142857143,13.214285714285714,12.7,33.8,41.0,37.8,24.7,226.0,257.0,280.0,0.7079262357962628,0,0,0,0,0,0,0,0,0,0,1
2019-12-29,302,0.003,0.423,0.343,0.231,27.542857142857144,11.314285714285717,0.3999999999999999,31.7,37.1,24.7,29,28.957142857142856,28.61428571428572,6.957142857142857,11.2,12.585714285714284,34.4,46.1,41.0,23.5,290.0,226.0,257.0,0.7289780496437069,0,0,0,0,0,0,0,0,0,0,1
2020-01-05,342,0.089,0.397,0.467,0.048,27.81428571428572,12.12857142857143,0.0,32.2,43.2,25.1,37,28.0,28.31428571428572,6.9,14.614285714285714,12.071428571428571,33.3,47.2,32.8,25.0,302.0,290.0,226.0,0.7146757975917558,0,0,0,0,0,0,0,0,0,0,0
2020-01-12,402,0.089,0.397,0.467,0.048,27.15714285714285,9.828571428571427,2.6,32.3,40.7,23.8,42,28.985714285714288,27.47142857142857,7.357142857142857,16.04285714285714,12.714285714285714,33.4,51.8,34.9,25.2,342.0,302.0,290.0,0.7144803416111106,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,307,0.089,0.397,0.467,0.048,27.97142857142857,12.171428571428573,0.0,32.8,36.7,24.6,32,29.25714285714286,27.642857142857142,12.0,16.257142857142856,10.842857142857142,33.7,38.2,36.7,24.7,402.0,342.0,302.0,0.7137094884472341,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,370,0.089,0.397,0.467,0.048,27.97142857142857,13.585714285714284,2.0285714285714285,32.8,38.5,24.3,34,29.057142857142857,27.81428571428572,7.471428571428571,15.628571428571428,13.357142857142858,34.4,48.6,40.7,23.0,307.0,402.0,342.0,0.713572504127798,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,400,0.177,0.269,0.474,0.081,27.9,12.94285714285714,8.0,32.6,40.3,23.8,29,28.81428571428572,28.385714285714283,7.6571428571428575,11.828571428571427,10.9,34.0,36.4,37.8,21.9,370.0,307.0,402.0,0.7399385932705708,1,0,0,0,0,0,0,0,0,0,0
2020-02-09,378,0.177,0.269,0.474,0.081,27.61428571428572,11.728571428571428,2.085714285714286,32.3,41.0,23.7,49,28.77142857142857,28.085714285714285,11.314285714285717,16.04285714285714,10.22857142857143,33.0,45.4,40.3,24.7,400.0,370.0,307.0,0.7395372424021606,1,0,0,0,0,0,0,0,0,0,0
2020-02-16,380,0.177,0.269,0.474,0.081,27.87142857142857,10.228571428571428,3.4,32.8,35.3,24.2,53,29.442857142857143,28.071428571428573,12.12857142857143,13.971428571428572,9.828571428571427,31.9,39.2,34.9,24.6,378.0,400.0,370.0,0.7392307110214092,1,0,0,0,0,0,0,0,0,0,0
2020-02-23,373,0.177,0.269,0.474,0.081,27.82857142857143,14.3,3.142857142857143,33.1,46.4,24.1,38,29.185714285714287,28.342857142857145,9.828571428571427,15.814285714285717,9.357142857142858,31.1,37.4,52.6,22.3,380.0,378.0,400.0,0.7389009702778949,1,0,0,0,0,0,0,0,0,0,0
2020-03-01,375,0.134,0.316,0.43,0.12,28.085714285714285,13.928571428571429,0.6571428571428571,32.7,45.7,25.1,39,29.585714285714285,28.928571428571427,12.171428571428573,8.885714285714284,7.928571428571429,31.1,33.5,41.0,23.1,373.0,380.0,378.0,0.7334577859603573,0,1,0,0,0,0,0,0,0,0,0
2020-03-08,389,0.134,0.316,0.43,0.12,28.27142857142857,10.085714285714284,5.714285714285714,33.9,36.7,24.3,36,29.32857142857143,28.52857142857143,13.585714285714284,8.957142857142857,7.814285714285715,31.7,34.9,35.6,22.9,375.0,373.0,380.0,0.7332922160790087,0,1,0,0,0,0,0,0,0,0,0
2020-03-15,367,0.134,0.316,0.43,0.12,29.0,11.0,0.0,34.0,39.6,25.2,34,28.25714285714286,28.842857142857145,12.94285714285714,7.928571428571429,8.857142857142858,32.2,42.8,43.9,22.7,389.0,375.0,373.0,0.7330116890932757,0,1,0,0,0,0,0,0,0,0,0
2020-03-22,377,0.134,0.316,0.43,0.12,28.47142857142857,11.328571428571427,6.971428571428571,33.7,44.6,24.4,42,29.442857142857143,28.7,11.728571428571428,8.7,5.871428571428572,32.3,41.8,37.8,23.6,367.0,389.0,375.0,0.7328380790071914,0,1,0,0,0,0,0,0,0,0,0
2020-03-29,315,0.134,0.316,0.43,0.12,28.6,9.971428571428572,2.857142857142857,33.6,37.1,24.1,32,29.2,28.11428571428572,10.228571428571428,6.371428571428572,6.771428571428571,32.8,37.4,36.7,25.0,377.0,367.0,389.0,0.7324507737186219,0,1,0,0,0,0,0,0,0,0,0
2020-04-05,341,0.06,0.393,0.426,0.121,29.12857142857143,9.771428571428572,8.142857142857142,34.6,42.6,24.0,30,29.24285714285714,28.62857142857143,14.3,6.628571428571428,6.228571428571429,32.8,37.1,57.6,24.0,315.0,377.0,367.0,0.7196574952781746,0,0,1,0,0,0,0,0,0,0,0
2020-04-12,360,0.06,0.393,0.426,0.121,28.52857142857143,8.285714285714286,3.942857142857143,33.2,37.0,23.8,28,28.442857142857143,29.357142857142858,13.928571428571429,7.042857142857143,7.085714285714286,32.6,43.2,43.2,25.6,341.0,315.0,377.0,0.7194435826030817,0,0,1,0,0,0,0,0,0,0,0
2020-04-19,399,0.06,0.393,0.426,0.121,29.585714285714285,10.014285714285716,0.0,33.9,37.0,26.4,41,27.67142857142857,28.428571428571427,10.085714285714284,6.957142857142857,8.4,32.3,40.7,42.5,22.9,360.0,341.0,315.0,0.7192779862429055,0,0,1,0,0,0,0,0,0,0,0
2020-04-26,390,0.06,0.393,0.426,0.121,28.857142857142858,7.714285714285714,1.5714285714285714,34.3,33.3,25.1,35,28.32857142857143,29.085714285714285,11.0,6.9,9.457142857142856,32.8,36.7,42.1,22.8,399.0,360.0,341.0,0.7189341532603549,0,0,1,0,0,0,0,0,0,0,0
2020-05-03,502,0.054,0.534,0.294,0.118,27.8,5.828571428571428,16.54285714285714,33.1,35.2,24.4,38,28.87142857142857,29.457142857142856,11.328571428571427,7.357142857142857,7.485714285714286,33.1,38.5,44.6,26.1,390.0,399.0,360.0,0.6883208675106084,0,0,0,1,0,0,0,0,0,0,0
2020-05-10,524,0.054,0.534,0.294,0.118,29.0,7.8,15.028571428571428,34.5,42.6,23.6,48,27.77142857142857,29.02857142857143,9.971428571428572,12.0,9.44285714285714,32.7,40.3,39.2,25.2,502.0,390.0,399.0,0.6879825380922037,0,0,0,1,0,0,0,0,0,0,0
2020-05-17,618,0.054,0.534,0.294,0.118,29.12857142857143,9.128571428571428,10.285714285714286,32.8,46.3,24.6,45,28.1,29.27142857142857,9.771428571428572,7.471428571428571,7.614285714285714,33.9,41.0,47.2,24.2,524.0,502.0,390.0,0.6878681427058501,0,0,0,1,0,0,0,0,0,0,0
2020-05-24,731,0.054,0.534,0.294,0.118,28.857142857142858,6.171428571428572,4.542857142857143,34.0,33.3,24.9,46,28.77142857142857,29.11428571428572,8.285714285714286,7.6571428571428575,11.828571428571427,34.0,35.3,40.7,23.6,618.0,524.0,502.0,0.687742447635431,0,0,0,1,0,0,0,0,0,0,0
2020-05-31,868,0.054,0.534,0.294,0.118,29.17142857142857,7.242857142857142,3.314285714285714,33.5,37.0,23.8,61,28.428571428571427,27.728571428571428,10.014285714285716,11.314285714285717,12.0,33.7,46.4,42.5,23.3,731.0,618.0,524.0,0.6876102959794513,0,0,0,1,0,0,0,0,0,0,0
2020-06-07,1151,0.042,0.49,0.362,0.106,28.11428571428572,7.085714285714286,14.342857142857143,33.0,35.2,24.0,75,26.985714285714288,28.957142857142856,7.714285714285714,12.12857142857143,13.185714285714283,33.6,45.7,44.3,23.9,868.0,731.0,618.0,0.6966797778361444,0,0,0,0,1,0,0,0,0,0,0
2020-06-14,1369,0.042,0.49,0.362,0.106,28.585714285714285,8.819275041667073,4.571428571428571,33.0,50.0,24.2,86,27.714285714285715,28.0,5.828571428571428,9.828571428571427,13.214285714285714,34.6,36.7,43.6,26.8,1151.0,868.0,731.0,0.6964055086099438,0,0,0,0,1,0,0,0,0,0,0
2020-06-21,1460,0.042,0.49,0.362,0.106,27.642857142857142,6.228571428571429,6.942857142857142,32.3,37.0,23.7,94,27.47142857142857,28.985714285714288,7.8,12.171428571428573,11.2,33.2,39.6,42.5,24.8,1369.0,1151.0,868.0,0.6955766297878625,0,0,0,0,1,0,0,0,0,0,0
2020-06-28,1444,0.042,0.49,0.362,0.106,27.885714285714283,9.414285714285716,6.342857142857143,32.0,42.6,23.7,87,24.914285714285715,29.25714285714286,9.128571428571428,13.585714285714284,14.614285714285714,33.9,44.6,41.0,23.9,1460.0,1369.0,1151.0,0.6943809385858501,0,0,0,0,1,0,0,0,0,0,0
2020-07-05,1665,0.034,0.44,0.406,0.121,28.842857142857145,11.428571428571429,1.4857142857142858,32.4,35.2,24.6,76,26.5,29.057142857142857,6.171428571428572,12.94285714285714,16.04285714285714,34.3,37.1,46.1,24.2,1444.0,1460.0,1369.0,0.7070411577564514,0,0,0,0,0,1,0,0,0,0,0
2020-07-12,1725,0.034,0.44,0.406,0.121,27.65714285714285,7.685714285714285,3.3142857142857145,32.1,37.0,24.5,89,27.542857142857144,28.81428571428572,7.242857142857142,11.728571428571428,16.257142857142856,33.1,42.6,47.2,26.7,1665.0,1444.0,1460.0,0.7059327778529239,0,0,0,0,0,1,0,0,0,0,0
2020-07-19,1791,0.034,0.44,0.406,0.121,27.74285714285714,7.6,2.457142857142857,32.2,35.2,24.9,100,27.81428571428572,28.77142857142857,7.085714285714286,10.228571428571428,15.628571428571428,34.5,37.0,51.8,27.2,1725.0,1665.0,1444.0,0.7048352011317369,0,0,0,0,0,1,0,0,0,0,0
2020-07-26,1376,0.034,0.44,0.406,0.121,28.071428571428573,9.171428571428573,7.8,32.5,53.7,23.7,89,27.15714285714285,29.442857142857143,8.819275041667073,14.3,11.828571428571427,32.8,37.0,38.2,27.2,1791.0,1725.0,1665.0,0.7024020956183088,0,0,0,0,0,1,0,0,0,0,0
2020-08-02,1667,0.026,0.48,0.393,0.1,27.942857142857143,8.9,6.257142857142857,31.7,42.6,23.9,87,27.97142857142857,29.185714285714287,6.228571428571429,13.928571428571429,16.04285714285714,34.0,33.3,48.6,25.7,1376.0,1791.0,1725.0,0.6901121091232938,0,0,0,0,0,0,1,0,0,0,0
2020-08-09,1336,0.026,0.48,0.393,0.1,29.11428571428572,10.314285714285717,0.6857142857142857,32.9,44.4,24.1,73,27.97142857142857,29.585714285714285,9.414285714285716,10.085714285714284,13.971428571428572,33.5,35.2,36.4,24.5,1667.0,1376.0,1791.0,0.6878902183278508,0,0,0,0,0,0,1,0,0,0,0
2020-08-16,1285,0.026,0.48,0.393,0.1,28.185714285714287,8.371428571428572,6.914285714285716,33.0,40.7,22.5,68,27.9,29.32857142857143,11.428571428571429,11.0,15.814285714285717,33.0,42.6,45.4,24.7,1336.0,1667.0,1376.0,0.6867451359643392,0,0,0,0,0,0,1,0,0,0,0
2020-08-23,1153,0.026,0.48,0.393,0.1,27.67142857142857,8.357142857142858,5.371428571428571,33.0,48.2,23.0,65,27.61428571428572,28.25714285714286,7.685714285714285,11.328571428571427,8.885714285714284,33.0,46.3,39.2,27.0,1285.0,1336.0,1667.0,0.6854378582033133,0,0,0,0,0,0,1,0,0,0,0
2020-08-30,937,0.026,0.48,0.393,0.1,27.928571428571427,9.2,1.8,32.4,51.9,24.0,56,27.87142857142857,29.442857142857143,7.6,9.971428571428572,8.957142857142857,32.3,33.3,37.4,26.4,1153.0,1285.0,1336.0,0.6840215819718299,0,0,0,0,0,0,1,0,0,0,0
2020-09-06,725,0.004,0.522,0.347,0.127,27.585714285714285,8.014285714285714,8.657142857142857,32.2,40.7,22.8,46,27.82857142857143,29.2,9.171428571428573,9.771428571428572,7.928571428571429,32.0,37.0,33.5,22.9,937.0,1153.0,1285.0,0.6782793840450467,0,0,0,0,0,0,0,1,0,0,0
2020-09-13,671,0.004,0.522,0.347,0.127,27.4,7.985714285714286,4.057142857142857,32.2,57.4,22.7,47,28.085714285714285,29.24285714285714,8.9,8.285714285714286,8.7,32.4,35.2,34.9,22.9,725.0,937.0,1153.0,0.6775831497014441,0,0,0,0,0,0,0,1,0,0,0
2020-09-20,590,0.004,0.522,0.347,0.127,27.75714285714286,8.942857142857143,3.3714285714285714,33.2,46.3,21.9,37,28.27142857142857,28.442857142857143,10.314285714285717,10.014285714285716,6.371428571428572,32.1,50.0,42.8,23.6,671.0,725.0,937.0,0.6768599245527378,0,0,0,0,0,0,0,1,0,0,0
2020-09-27,605,0.004,0.522,0.347,0.127,27.457142857142856,7.185714285714285,5.0,32.9,55.6,23.6,42,29.0,27.67142857142857,8.371428571428572,7.714285714285714,6.628571428571428,32.2,37.0,41.8,26.0,590.0,671.0,725.0,0.6764670169779144,0,0,0,0,0,0,0,1,0,0,0
2020-10-04,528,0.007,0.556,0.275,0.162,27.842857142857145,7.571428571428571,1.0571428571428572,32.6,44.4,24.4,36,28.47142857142857,28.32857142857143,8.357142857142858,5.828571428571428,7.042857142857143,32.5,42.6,37.4,23.1,605.0,590.0,671.0,0.6738221665056622,0,0,0,0,0,0,0,0,1,0,0
2020-10-11,591,0.007,0.556,0.275,0.162,28.2,7.214285714285714,3.857142857142857,33.2,42.6,23.2,38,28.6,28.87142857142857,9.2,7.8,6.957142857142857,31.7,35.2,37.1,22.9,528.0,605.0,590.0,0.6736143962634418,0,0,0,0,0,0,0,0,1,0,0
2020-10-18,563,0.007,0.556,0.275,0.162,28.81428571428572,8.914285714285715,0.9142857142857144,33.6,42.6,24.6,32,29.12857142857143,27.77142857142857,8.014285714285714,9.128571428571428,6.9,32.9,37.0,43.2,24.0,591.0,528.0,605.0,0.673112154533015,0,0,0,0,0,0,0,0,1,0,0
2020-10-25,440,0.007,0.556,0.275,0.162,28.25714285714286,6.7,3.1142857142857143,33.7,44.4,22.2,31,28.52857142857143,28.1,7.985714285714286,6.171428571428572,7.357142857142857,33.0,35.2,40.7,24.7,563.0,591.0,528.0,0.6723764306048254,0,0,0,0,0,0,0,0,1,0,0
2020-11-01,408,0.0,0.512,0.266,0.222,28.11428571428572,6.514285714285714,2.685714285714286,34.1,35.2,24.5,23,29.585714285714285,28.77142857142857,8.942857142857143,7.242857142857142,12.0,33.0,53.7,36.7,24.2,440.0,563.0,591.0,0.6882542311363148,0,0,0,0,0,0,0,0,0,1,0
2020-11-08,354,0.0,0.512,0.266,0.222,27.014285714285712,6.042857142857143,16.82857142857143,32.7,40.7,23.3,30,28.857142857142858,28.428571428571427,7.185714285714285,7.085714285714286,7.471428571428571,32.4,42.6,38.5,24.0,408.0,440.0,563.0,0.6878716008318343,0,0,0,0,0,0,0,0,0,1,0
