time,dengue_cases,denv_1,denv_2,denv_3,denv_4,Mean Temperature (°C),Mean Wind Speed (km/h),Daily Rainfall Total (mm),Maximum Temperature (°C),Max Wind Speed (km/h),Minimum Temperature (°C),google_trends,Mean Temperature (°C)_lag28,Mean Temperature (°C)_lag51,Mean Wind Speed (km/h)_lag6,Mean Wind Speed (km/h)_lag22,Mean Wind Speed (km/h)_lag47,Maximum Temperature (°C)_lag10,Max Wind Speed (km/h)_lag14,Max Wind Speed (km/h)_lag41,Minimum Temperature (°C)_lag49,dengue_cases_lag_1,dengue_cases_lag_2,dengue_cases_lag_3,s_ratio,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2018-07-15,41,0.307,0.467,0.173,0.053,28.25714285714286,10.285714285714286,8.371428571428572,32.3,51.1,21.9,22,,,5.6000000000000005,,,34.2,36.7,,,44.0,56.0,75.0,0.6886123103154489,0,0,0,0,0,1,0,0,0,0,0
2018-07-22,56,0.307,0.467,0.173,0.053,28.914285714285715,11.514285714285714,1.2857142857142858,31.9,40.0,23.5,23,,,9.55714285714286,,,33.8,38.2,,,41.0,44.0,56.0,0.6886598070795239,0,0,0,0,0,1,0,0,0,0,0
2018-07-29,50,0.307,0.467,0.173,0.053,29.0,12.4,0.7428571428571429,33.0,41.0,24.9,25,,,9.328571428571427,,,34.0,37.1,,,56.0,41.0,44.0,0.6886061324747762,0,0,0,0,0,1,0,0,0,0,0
2018-08-05,59,0.355,0.477,0.103,0.065,27.81428571428572,10.028571428571428,5.485714285714286,32.4,40.3,24.0,21,,,8.27142857142857,,,33.1,43.6,,,50.0,56.0,41.0,0.6801529934130038,0,0,0,0,0,0,1,0,0,0,0
2018-08-12,42,0.355,0.477,0.103,0.065,28.571428571428573,10.342857142857143,0.9714285714285714,33.0,40.0,21.9,17,,,6.528571428571429,,,32.9,44.6,,,59.0,50.0,56.0,0.6800328585760858,0,0,0,0,0,0,1,0,0,0,0
2018-08-19,66,0.355,0.477,0.103,0.065,29.25714285714286,14.8,0.5428571428571428,33.0,40.3,24.9,17,,,9.985714285714286,,,33.4,51.1,,,42.0,59.0,50.0,0.6801149391665424,0,0,0,0,0,0,1,0,0,0,0
2018-08-26,75,0.355,0.477,0.103,0.065,28.24285714285714,9.814285714285717,10.171428571428573,33.2,43.2,22.5,19,,,10.285714285714286,,,33.1,36.4,,,66.0,42.0,59.0,0.6801157869796463,0,0,0,0,0,0,1,0,0,0,0
2018-09-02,75,0.488,0.419,0.07,0.023,28.15714285714285,8.585714285714285,1.9714285714285715,32.7,45.0,21.4,19,,,11.514285714285714,,,32.2,49.3,,,75.0,66.0,42.0,0.6698468920538762,0,0,0,0,0,0,0,1,0,0,0
2018-09-09,49,0.488,0.419,0.07,0.023,27.185714285714287,6.228571428571429,13.828571428571433,31.9,42.5,21.8,17,,,12.4,10.714285714285714,,31.5,45.0,,,75.0,75.0,66.0,0.6696256274276545,0,0,0,0,0,0,0,1,0,0,0
2018-09-16,63,0.488,0.419,0.07,0.023,28.11428571428572,9.314285714285717,0.4857142857142857,32.0,37.1,24.8,20,,,10.028571428571428,9.828571428571427,,31.7,36.4,,,49.0,75.0,75.0,0.6696266352408814,0,0,0,0,0,0,0,1,0,0,0
2018-09-23,40,0.488,0.419,0.07,0.023,27.557142857142857,8.385714285714286,5.228571428571429,32.5,37.4,23.7,22,,,10.342857142857143,7.7,,32.3,42.5,,,63.0,49.0,75.0,0.6694368708109009,0,0,0,0,0,0,0,1,0,0,0
2018-09-30,51,0.488,0.419,0.07,0.023,29.15714285714285,12.028571428571428,0.0,33.0,45.4,26.1,19,,,14.8,6.842857142857143,,31.9,47.2,,,40.0,63.0,49.0,0.6694331494979808,0,0,0,0,0,0,0,1,0,0,0
2018-10-07,51,0.154,0.635,0.183,0.029,29.185714285714287,11.62857142857143,2.8285714285714287,34.5,45.7,23.7,15,,,9.814285714285717,8.328571428571427,,33.0,36.4,,,51.0,40.0,63.0,0.6761054393694366,0,0,0,0,0,0,0,0,1,0,0
2018-10-14,60,0.154,0.635,0.183,0.029,26.585714285714285,5.2,25.342857142857145,32.5,44.6,22.5,19,,,8.585714285714285,11.228571428571428,,32.4,41.8,,,51.0,51.0,40.0,0.6760515125215542,0,0,0,0,0,0,0,0,1,0,0
2018-10-21,78,0.154,0.635,0.183,0.029,28.02857142857143,6.742857142857143,3.828571428571428,33.3,48.2,23.4,17,28.52857142857143,,6.228571428571429,6.471428571428571,,33.0,51.1,,,60.0,51.0,51.0,0.6760191867278161,0,0,0,0,0,0,0,0,1,0,0
2018-10-28,75,0.154,0.635,0.183,0.029,27.8,6.1571428571428575,1.3714285714285714,32.8,35.6,25.1,18,28.914285714285715,,9.314285714285717,6.914285714285714,,33.0,40.0,,,78.0,60.0,51.0,0.6758485200370683,0,0,0,0,0,0,0,0,1,0,0
2018-11-04,71,0.104,0.681,0.208,0.007,27.47142857142857,6.885714285714286,1.8,32.9,37.8,24.5,19,28.142857142857142,,8.385714285714286,5.6000000000000005,,33.2,41.0,,,75.0,78.0,60.0,0.6715429338901899,0,0,0,0,0,0,0,0,0,1,0
2018-11-11,78,0.104,0.681,0.208,0.007,27.32857142857143,5.6571428571428575,3.4285714285714284,32.7,32.8,23.6,24,28.414285714285715,,12.028571428571428,9.55714285714286,,32.7,40.3,,,71.0,75.0,78.0,0.6713859770412548,0,0,0,0,0,0,0,0,0,1,0
2018-11-18,97,0.104,0.681,0.208,0.007,27.17142857142857,5.385714285714286,6.857142857142857,32.5,55.4,22.4,23,28.785714285714285,,11.62857142857143,9.328571428571427,,31.9,40.0,,,78.0,71.0,75.0,0.6712655922468919,0,0,0,0,0,0,0,0,0,1,0
2018-11-25,109,0.104,0.681,0.208,0.007,27.31428571428572,5.542857142857143,6.942857142857143,33.4,40.0,22.8,31,29.685714285714287,,5.2,8.27142857142857,,32.0,40.3,,,97.0,78.0,71.0,0.671060291633971,0,0,0,0,0,0,0,0,0,1,0
2018-12-02,114,0.177,0.581,0.226,0.016,27.442857142857143,6.928571428571429,6.371428571428572,32.0,33.5,23.9,26,28.414285714285715,,6.742857142857143,6.528571428571429,,32.5,43.2,,,109.0,97.0,78.0,0.6813480806417357,0,0,0,0,0,0,0,0,0,0,1
2018-12-09,107,0.177,0.581,0.226,0.016,27.61428571428572,6.285714285714286,1.5714285714285714,32.3,26.6,24.9,23,28.31428571428572,,6.1571428571428575,9.985714285714286,,33.0,45.0,,,114.0,109.0,97.0,0.6811523271137383,0,0,0,0,0,0,0,0,0,0,1
2018-12-16,127,0.177,0.581,0.226,0.016,26.885714285714283,6.4,11.05714285714286,31.9,37.4,23.7,25,27.842857142857145,,6.885714285714286,10.285714285714286,,34.5,42.5,,,107.0,114.0,109.0,0.6810903143107108,0,0,0,0,0,0,0,0,0,0,1
2018-12-23,160,0.177,0.581,0.226,0.016,27.728571428571428,7.357142857142857,2.8285714285714287,32.7,45.0,23.6,19,29.728571428571428,,5.6571428571428575,11.514285714285714,,32.5,37.1,,,127.0,107.0,114.0,0.6810554678702901,0,0,0,0,0,0,0,0,0,0,1
2018-12-30,205,0.049,0.451,0.407,0.093,28.285714285714285,6.857142857142857,2.5428571428571423,33.8,45.7,24.7,23,29.1,,5.385714285714286,12.4,,33.3,37.4,,,160.0,127.0,107.0,0.7310430039238126,0,0,0,0,0,0,0,0,0,0,1
2019-01-06,245,0.063,0.773,0.147,0.017,28.61428571428572,9.257142857142856,5.6000000000000005,33.4,43.9,24.8,25,27.74285714285714,,5.542857142857143,10.028571428571428,,32.8,45.4,,,205.0,160.0,127.0,0.6573528412317174,0,0,0,0,0,0,0,0,0,0,0
2019-01-13,207,0.063,0.773,0.147,0.017,28.31428571428572,12.385714285714286,0.9142857142857144,32.6,37.8,24.7,28,27.042857142857144,,6.928571428571429,10.342857142857143,,32.9,45.7,,,245.0,205.0,160.0,0.6562040413256959,0,0,0,0,0,0,0,0,0,0,0
2019-01-20,221,0.063,0.773,0.147,0.017,27.47142857142857,9.314285714285717,7.771428571428572,32.6,35.6,23.5,27,28.24285714285714,,6.285714285714286,14.8,,32.7,44.6,36.7,,207.0,245.0,205.0,0.655459079233922,0,0,0,0,0,0,0,0,0,0,0
2019-01-27,179,0.063,0.773,0.147,0.017,27.642857142857142,12.7,0.2857142857142857,31.9,47.5,25.0,29,28.25714285714286,,6.4,9.814285714285717,,32.5,48.2,38.2,,221.0,207.0,245.0,0.6543911725138414,0,0,0,0,0,0,0,0,0,0,0
2019-02-03,135,0.09,0.737,0.13,0.043,27.81428571428572,12.585714285714284,0.1428571428571428,32.9,38.9,25.2,29,28.914285714285715,,7.357142857142857,8.585714285714285,,33.4,35.6,37.1,,179.0,221.0,207.0,0.658941851677667,1,0,0,0,0,0,0,0,0,0,0
2019-02-10,232,0.09,0.737,0.13,0.043,28.385714285714283,12.071428571428571,0.0,34.1,43.6,24.7,34,29.0,,6.857142857142857,6.228571428571429,,32.0,37.8,43.6,,135.0,179.0,221.0,0.6589765086692244,1,0,0,0,0,0,0,0,0,0,0
2019-02-17,181,0.09,0.737,0.13,0.043,28.085714285714285,12.714285714285714,1.3142857142857145,33.6,43.2,23.0,31,27.81428571428572,,9.257142857142856,9.314285714285717,,32.3,32.8,44.6,,232.0,135.0,179.0,0.6579952546087933,1,0,0,0,0,0,0,0,0,0,0
2019-02-24,156,0.09,0.737,0.13,0.043,28.071428571428573,10.842857142857142,3.142857142857143,33.5,35.3,21.9,26,28.571428571428573,,12.385714285714286,8.385714285714286,,31.9,55.4,51.1,,181.0,232.0,135.0,0.6573069899823584,1,0,0,0,0,0,0,0,0,0,0
2019-03-03,133,0.05,0.639,0.238,0.074,28.342857142857145,13.357142857142858,0.0285714285714285,33.6,41.8,24.7,31,29.25714285714286,,9.314285714285717,12.028571428571428,10.714285714285714,32.7,40.0,36.4,,156.0,181.0,232.0,0.6863173850033026,0,1,0,0,0,0,0,0,0,0,0
2019-03-10,109,0.05,0.639,0.238,0.074,28.928571428571427,10.9,0.0,34.7,37.8,24.6,22,28.24285714285714,,12.7,11.62857142857143,9.828571428571427,33.8,33.5,49.3,,133.0,156.0,181.0,0.6859199616293511,0,1,0,0,0,0,0,0,0,0,0
2019-03-17,96,0.05,0.639,0.238,0.074,28.52857142857143,10.22857142857143,3.857142857142857,34.8,41.0,22.3,24,28.15714285714285,,12.585714285714284,5.2,7.7,33.4,26.6,45.0,25.5,109.0,133.0,156.0,0.6856226782619337,0,1,0,0,0,0,0,0,0,0,0
