time,dengue_cases,denv_1,denv_2,denv_3,denv_4,Mean Temperature (°C),Mean Wind Speed (km/h),Daily Rainfall Total (mm),Maximum Temperature (°C),Max Wind Speed (km/h),Minimum Temperature (°C),google_trends,s_ratio,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2020-07-26,1376,0.034,0.44,0.406,0.121,27.74285714285714,7.6,2.457142857142857,32.2,35.2,24.9,100.0,0.7023931667987839,0,0,0,0,0,1,0,0,0,0,0
2020-08-02,1667,0.034,0.44,0.406,0.121,28.071428571428573,9.171428571428573,7.8,32.5,53.7,23.7,89.0,0.7022375515673409,0,0,0,0,0,0,1,0,0,0,0
2020-08-09,1336,0.026,0.48,0.393,0.1,27.942857142857143,8.9,6.257142857142857,31.7,42.6,23.9,87.0,0.6879933561693906,0,0,0,0,0,0,1,0,0,0,0
2020-08-16,1285,0.026,0.48,0.393,0.1,29.11428571428572,10.314285714285717,0.6857142857142857,32.9,44.4,24.1,73.0,0.6868470931503385,0,0,0,0,0,0,1,0,0,0,0
2020-08-23,1153,0.026,0.48,0.393,0.1,28.185714285714287,8.371428571428572,6.914285714285716,33.0,40.7,22.5,68.0,0.6855387787895256,0,0,0,0,0,0,1,0,0,0,0
2020-08-30,937,0.026,0.48,0.393,0.1,27.67142857142857,8.357142857142858,5.371428571428571,33.0,48.2,23.0,65.0,0.684121675549924,0,0,0,0,0,0,1,0,0,0,0
2020-09-06,725,0.026,0.48,0.393,0.1,27.928571428571427,9.2,1.8,32.4,51.9,24.0,56.0,0.6828844835002343,0,0,0,0,0,0,0,1,0,0,0
2020-09-13,671,0.004,0.522,0.347,0.127,27.585714285714285,8.014285714285714,8.657142857142857,32.2,40.7,22.8,46.0,0.6777400458211618,0,0,0,0,0,0,0,1,0,0,0
2020-09-20,590,0.004,0.522,0.347,0.127,27.4,7.985714285714286,4.057142857142857,32.2,57.4,22.7,47.0,0.6770160249232386,0,0,0,0,0,0,0,1,0,0,0
2020-09-27,605,0.004,0.522,0.347,0.127,27.75714285714286,8.942857142857143,3.3714285714285714,33.2,46.3,21.9,37.0,0.6766223097071462,0,0,0,0,0,0,0,1,0,0,0
2020-10-04,528,0.004,0.522,0.347,0.127,27.457142857142856,7.185714285714285,5.0,32.9,55.6,23.6,42.0,0.6759679229307813,0,0,0,0,0,0,0,0,1,0,0
2020-10-11,591,0.007,0.556,0.275,0.162,27.842857142857145,7.571428571428571,1.0571428571428572,32.6,44.4,24.4,36.0,0.6737994572106436,0,0,0,0,0,0,0,0,1,0,0
2020-10-18,563,0.007,0.556,0.275,0.162,28.2,7.214285714285714,3.857142857142857,33.2,42.6,23.2,38.0,0.6732963371053493,0,0,0,0,0,0,0,0,1,0,0
2020-10-25,440,0.007,0.556,0.275,0.162,28.81428571428572,8.914285714285715,0.9142857142857144,33.6,42.6,24.6,32.0,0.672559932486293,0,0,0,0,0,0,0,0,1,0,0
2020-11-01,408,0.007,0.556,0.275,0.162,28.25714285714286,6.7,3.1142857142857143,33.7,44.4,22.2,31.0,0.6721629722936457,0,0,0,0,0,0,0,0,0,1,0
2020-11-08,354,0.0,0.512,0.266,0.222,28.11428571428572,6.514285714285714,2.685714285714286,34.1,35.2,24.5,23.0,0.6880208438504124,0,0,0,0,0,0,0,0,0,1,0
2020-11-15,258,0.0,0.512,0.266,0.222,27.014285714285712,6.042857142857143,16.82857142857143,32.7,40.7,23.3,30.0,0.6875651043378255,0,0,0,0,0,0,0,0,0,1,0
2020-11-22,279,0.0,0.512,0.266,0.222,27.914285714285715,8.385714285714286,5.485714285714286,33.3,38.9,24.4,30.0,0.6874701962400293,0,0,0,0,0,0,0,0,0,1,0
2020-11-29,228,0.0,0.512,0.266,0.222,27.357142857142858,6.614285714285714,5.057142857142857,33.4,38.9,23.8,27.0,0.6871765627697828,0,0,0,0,0,0,0,0,0,1,0
2020-12-06,227,0.0,0.512,0.266,0.222,26.61428571428572,6.1000000000000005,2.4571428571428577,31.0,29.6,23.7,25.0,0.6870404723819941,0,0,0,0,0,0,0,0,0,0,1
2020-12-13,236,0.003,0.423,0.343,0.231,27.357142857142858,11.771428571428572,4.942857142857143,33.5,37.0,24.3,25.0,0.7058064770499579,0,0,0,0,0,0,0,0,0,0,1
2020-12-20,196,0.003,0.423,0.343,0.231,27.185714285714287,11.1,20.285714285714285,32.8,42.6,23.0,22.0,0.7055992133170782,0,0,0,0,0,0,0,0,0,0,1
