time,dengue_cases,denv_1,denv_2,denv_3,denv_4,Mean Temperature (°C),Mean Wind Speed (km/h),Daily Rainfall Total (mm),Maximum Temperature (°C),Max Wind Speed (km/h),Minimum Temperature (°C),google_trends,s_ratio,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2020-12-27,193,0.003,0.423,0.343,0.231,26.457142857142856,6.328571428571428,7.771428571428571,31.9,31.5,23.0,24.0,0.7055031236545412,0,0,0,0,0,0,0,0,0,0,1
2021-01-03,194,0.003,0.423,0.343,0.231,27.485714285714288,7.8,4.4,32.7,31.5,23.9,20.0,0.7054160588427859,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,165,0.0,0.538,0.217,0.245,25.97142857142857,8.6,50.54285714285714,31.8,44.4,21.7,19.0,0.6842922409794441,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,151,0.0,0.538,0.217,0.245,25.31428571428572,7.428571428571429,40.08571428571429,31.6,37.0,22.9,20.0,0.6841460920730691,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,135,0.0,0.538,0.217,0.245,26.214285714285715,11.985714285714286,2.4857142857142853,30.5,42.6,23.3,20.0,0.684005498016468,0,0,0,0,0,0,0,0,0,0,0
2021-01-31,141,0.0,0.538,0.217,0.245,26.414285714285715,11.157142857142857,4.628571428571428,31.2,48.2,23.0,22.0,0.6839310691112854,0,0,0,0,0,0,0,0,0,0,0
2021-02-07,142,0.0,0.538,0.217,0.245,26.885714285714283,11.357142857142858,1.6857142857142855,31.6,40.7,23.1,19.0,0.6838386538238718,1,0,0,0,0,0,0,0,0,0,0
2021-02-14,148,0.0,0.371,0.487,0.143,27.071428571428573,12.94285714285714,0.0,32.7,40.7,23.7,20.0,0.7043744855720744,1,0,0,0,0,0,0,0,0,0,0
2021-02-21,145,0.0,0.371,0.487,0.143,27.514285714285712,13.44285714285714,0.1428571428571428,32.2,37.0,24.7,18.0,0.7042484314009949,1,0,0,0,0,0,0,0,0,0,0
2021-02-28,139,0.0,0.371,0.487,0.143,27.0,15.685714285714283,0.0,31.9,42.6,24.1,20.0,0.7041151561702058,1,0,0,0,0,0,0,0,0,0,0
2021-03-07,145,0.0,0.371,0.487,0.143,27.5,10.857142857142858,0.0,33.7,37.0,24.0,26.0,0.7040157605492144,0,1,0,0,0,0,0,0,0,0,0
2021-03-14,129,0.005,0.302,0.36,0.333,28.24285714285714,12.457142857142856,5.2,34.2,40.7,23.0,27.0,0.7414985881996259,0,1,0,0,0,0,0,0,0,0,0
2021-03-21,120,0.005,0.302,0.36,0.333,27.857142857142858,10.885714285714286,2.257142857142857,33.3,40.7,23.7,20.0,0.7414040843836687,0,1,0,0,0,0,0,0,0,0,0
2021-03-28,113,0.005,0.302,0.36,0.333,28.12857142857143,9.4,3.142857142857143,33.5,35.2,24.0,20.0,0.7413192872065315,0,1,0,0,0,0,0,0,0,0,0
2021-04-04,102,0.005,0.302,0.36,0.333,27.47142857142857,8.3,7.714285714285714,33.5,48.2,24.1,21.0,0.7412277053510401,0,0,1,0,0,0,0,0,0,0,0
2021-04-11,112,0.0,0.412,0.412,0.175,28.214285714285715,6.328571428571428,15.657142857142857,34.7,37.0,23.3,21.0,0.6983458917339418,0,0,1,0,0,0,0,0,0,0,0
2021-04-18,128,0.0,0.412,0.412,0.175,28.47142857142857,8.171428571428573,9.571428571428571,33.3,42.6,24.5,23.0,0.6983222733283423,0,0,1,0,0,0,0,0,0,0,0
2021-04-25,84,0.0,0.412,0.412,0.175,27.728571428571428,6.185714285714285,16.4,32.7,31.5,23.1,26.0,0.6981423215715888,0,0,1,0,0,0,0,0,0,0,0
2021-05-02,117,0.0,0.412,0.412,0.175,28.285714285714285,6.185714285714285,6.114285714285714,33.1,35.2,23.5,27.0,0.6981724830506646,0,0,0,1,0,0,0,0,0,0,0
2021-05-09,92,0.0,0.385,0.526,0.09,28.557142857142857,7.742857142857143,1.5142857142857145,33.4,38.9,25.1,27.0,0.6937401283675245,0,0,0,1,0,0,0,0,0,0,0
2021-05-16,116,0.0,0.385,0.526,0.09,28.428571428571427,6.028571428571429,4.314285714285714,33.5,35.2,24.3,21.0,0.6937094894076394,0,0,0,1,0,0,0,0,0,0,0
2021-05-23,129,0.0,0.385,0.526,0.09,28.81428571428572,6.971428571428571,13.599999999999998,33.6,38.9,24.7,22.0,0.6936235629115806,0,0,0,1,0,0,0,0,0,0,0
2021-05-30,118,0.0,0.385,0.526,0.09,28.085714285714285,6.085714285714286,12.028571428571428,32.6,35.2,22.9,23.0,0.6934640489902324,0,0,0,1,0,0,0,0,0,0,0
2021-06-06,137,0.0,0.385,0.526,0.09,29.342857142857145,8.77142857142857,5.142857142857143,33.5,40.7,24.7,28.0,0.6933933740727106,0,0,0,0,1,0,0,0,0,0,0
2021-06-13,135,0.0,0.264,0.611,0.125,29.52857142857143,8.528571428571428,0.3142857142857142,33.7,46.3,26.6,23.0,0.7203522822193549,0,0,0,0,1,0,0,0,0,0,0
2021-06-20,126,0.0,0.264,0.611,0.125,28.75714285714286,7.871428571428572,3.314285714285714,32.9,46.3,23.6,27.0,0.7201398057757901,0,0,0,0,1,0,0,0,0,0,0
2021-06-27,112,0.0,0.264,0.611,0.125,27.985714285714288,6.042857142857143,3.885714285714286,33.0,42.6,23.4,22.0,0.7199281668186,0,0,0,0,1,0,0,0,0,0,0
2021-07-04,104,0.0,0.264,0.611,0.125,28.12857142857143,5.714285714285714,3.6,33.6,33.3,24.0,24.0,0.7197513209138245,0,0,0,0,0,1,0,0,0,0,0
2021-07-11,75,0.012,0.193,0.723,0.072,28.12857142857143,6.828571428571428,6.6000000000000005,33.0,51.9,23.5,21.0,0.7265590490303311,0,0,0,0,0,1,0,0,0,0,0
2021-07-18,80,0.012,0.193,0.723,0.072,28.057142857142857,7.128571428571428,4.942857142857143,32.5,51.9,23.4,25.0,0.7263972125726763,0,0,0,0,0,1,0,0,0,0,0
2021-07-25,82,0.012,0.193,0.723,0.072,27.928571428571427,9.271428571428572,16.942857142857143,32.8,37.0,23.2,25.0,0.7262147324372322,0,0,0,0,0,1,0,0,0,0,0
2021-08-01,70,0.012,0.193,0.723,0.072,29.385714285714283,9.714285714285714,0.3428571428571429,33.2,46.3,25.9,17.0,0.7259989217403793,0,0,0,0,0,0,1,0,0,0,0
2021-08-08,79,0.0,0.294,0.676,0.029,29.27142857142857,9.957142857142856,4.285714285714286,33.4,44.4,23.1,19.0,0.6996964910066793,0,0,0,0,0,0,1,0,0,0,0
2021-08-15,56,0.0,0.294,0.676,0.029,28.27142857142857,8.528571428571428,1.5714285714285714,32.9,50.0,23.2,20.0,0.6994899831131889,0,0,0,0,0,0,1,0,0,0,0
2021-08-22,53,0.0,0.294,0.676,0.029,28.37142857142857,8.085714285714285,4.057142857142857,32.6,57.4,23.6,19.0,0.699373755656587,0,0,0,0,0,0,1,0,0,0,0
2021-08-29,46,0.0,0.294,0.676,0.029,26.857142857142858,6.700000000000001,17.885714285714286,32.3,55.6,21.9,19.0,0.6992516784754448,0,0,0,0,0,0,1,0,0,0,0
2021-09-05,60,0.0,0.294,0.676,0.029,27.142857142857142,8.671428571428573,7.142857142857143,31.8,51.9,23.7,23.0,0.6991949832540885,0,0,0,0,0,0,0,1,0,0,0
2021-09-12,74,0.0,0.056,0.921,0.024,27.442857142857143,8.428571428571429,18.228571428571428,32.3,42.6,22.9,20.0,0.7443752580757265,0,0,0,0,0,0,0,1,0,0,0
2021-09-19,109,0.0,0.056,0.921,0.024,28.357142857142858,7.771428571428571,6.628571428571428,32.9,50.0,22.5,21.0,0.7440973864856434,0,0,0,0,0,0,0,1,0,0,0
2021-09-26,105,0.0,0.056,0.921,0.024,28.47142857142857,9.814285714285717,0.5428571428571428,32.8,44.4,25.4,17.0,0.7435764670673386,0,0,0,0,0,0,0,1,0,0,0
2021-10-03,104,0.0,0.056,0.921,0.024,28.957142857142856,8.328571428571427,4.628571428571428,33.3,44.4,23.5,21.0,0.7430763125677874,0,0,0,0,0,0,0,0,1,0,0
2021-10-10,85,0.008,0.053,0.939,0.0,27.31428571428572,6.042857142857143,16.257142857142856,33.0,44.4,23.4,22.0,0.7394705334343228,0,0,0,0,0,0,0,0,1,0,0
2021-10-17,76,0.008,0.053,0.939,0.0,29.2,8.571428571428571,5.057142857142857,33.8,40.7,23.2,21.0,0.7390295590352602,0,0,0,0,0,0,0,0,1,0,0
2021-10-24,75,0.008,0.053,0.939,0.0,29.428571428571427,8.142857142857142,1.0285714285714287,33.2,38.9,25.6,22.0,0.7386544592126174,0,0,0,0,0,0,0,0,1,0,0
2021-10-31,59,0.008,0.053,0.939,0.0,27.52857142857143,6.242857142857143,6.628571428571428,33.3,40.7,23.5,16.0,0.738254064503393,0,0,0,0,0,0,0,0,1,0,0
2021-11-07,42,0.008,0.053,0.939,0.0,28.25714285714286,6.814285714285714,4.0,33.1,38.9,24.7,18.0,0.7379307963028516,0,0,0,0,0,0,0,0,0,1,0
2021-11-14,56,0.0,0.102,0.898,0.0,26.985714285714288,5.114285714285715,15.485714285714286,32.7,35.2,24.1,17.0,0.7284385722365037,0,0,0,0,0,0,0,0,0,1,0
2021-11-21,63,0.0,0.102,0.898,0.0,27.4,6.057142857142857,6.485714285714286,33.4,38.9,23.6,17.0,0.7282137941760675,0,0,0,0,0,0,0,0,0,1,0
2021-11-28,48,0.0,0.102,0.898,0.0,27.74285714285714,5.757142857142857,9.771428571428572,33.2,44.4,23.4,22.0,0.7279072365021274,0,0,0,0,0,0,0,0,0,1,0
2021-12-05,64,0.0,0.102,0.898,0.0,27.585714285714285,5.457142857142857,12.885714285714286,33.0,44.4,22.8,14.0,0.7277355815257593,0,0,0,0,0,0,0,0,0,0,1
2021-12-12,61,0.0,0.094,0.896,0.01,28.214285714285715,7.514285714285713,2.0857142857142854,33.9,40.7,22.9,16.0,0.7303032802219329,0,0,0,0,0,0,0,0,0,0,1
2021-12-19,68,0.0,0.094,0.896,0.01,27.6,9.585714285714284,2.085714285714286,32.0,44.4,25.1,18.0,0.7300543574149514,0,0,0,0,0,0,0,0,0,0,1
2021-12-26,76,0.0,0.094,0.896,0.01,27.728571428571428,7.514285714285714,10.314285714285717,33.3,44.4,23.9,13.0,0.729780327329985,0,0,0,0,0,0,0,0,0,0,1
2022-01-02,106,0.0,0.094,0.896,0.01,27.785714285714285,8.485714285714286,1.5142857142857145,32.4,35.2,24.9,15.0,0.7295204191800553,0,0,0,0,0,0,0,0,0,0,0
2022-01-09,146,0.009,0.393,0.598,0.0,26.914285714285715,7.985714285714286,11.828571428571427,32.5,35.2,23.2,18.0,0.6755539843689737,0,0,0,0,0,0,0,0,0,0,0
2022-01-16,178,0.009,0.393,0.598,0.0,27.428571428571427,8.814285714285715,1.6857142857142855,32.3,38.9,23.5,18.0,0.6754227231840342,0,0,0,0,0,0,0,0,0,0,0
2022-01-23,169,0.009,0.393,0.598,0.0,27.557142857142857,11.842857142857143,0.0,31.9,38.9,24.2,20.0,0.6751393894037712,0,0,0,0,0,0,0,0,0,0,0
2022-01-30,153,0.009,0.393,0.598,0.0,27.514285714285712,10.94285714285714,1.2857142857142858,32.6,42.6,24.1,22.0,0.6748517824716129,0,0,0,0,0,0,0,0,0,0,0
2022-02-06,168,0.009,0.393,0.598,0.0,27.87142857142857,9.885714285714286,0.5428571428571428,33.1,35.2,24.7,21.0,0.6746685371780766,1,0,0,0,0,0,0,0,0,0,0
2022-02-13,206,0.004,0.357,0.626,0.013,28.057142857142857,11.314285714285717,3.085714285714286,33.6,46.3,24.2,25.0,0.6823664804179276,1,0,0,0,0,0,0,0,0,0,0
2022-02-20,200,0.004,0.357,0.626,0.013,26.342857142857145,7.2,10.857142857142858,32.2,31.5,23.3,20.0,0.6820251816031564,1,0,0,0,0,0,0,0,0,0,0
2022-02-27,263,0.004,0.357,0.626,0.013,27.62857142857143,8.985714285714286,4.971428571428571,32.9,35.2,22.6,20.0,0.6818691608751425,1,0,0,0,0,0,0,0,0,0,0
2022-03-06,369,0.004,0.357,0.626,0.013,27.17142857142857,9.214285714285714,6.085714285714286,32.6,35.2,23.2,25.0,0.6817175670975423,0,1,0,0,0,0,0,0,0,0,0
2022-03-13,421,0.004,0.134,0.862,0.0,27.61428571428572,8.442857142857143,3.4285714285714284,33.7,37.0,23.4,24.0,0.7168692122857775,0,1,0,0,0,0,0,0,0,0,0
2022-03-20,441,0.004,0.134,0.862,0.0,28.11428571428572,9.542857142857144,0.9142857142857144,33.8,40.7,24.7,30.0,0.715359117130426,0,1,0,0,0,0,0,0,0,0,0
2022-03-27,510,0.004,0.134,0.862,0.0,28.0,7.357142857142857,5.8,33.5,38.9,23.8,30.0,0.713895328577726,0,1,0,0,0,0,0,0,0,0,0
2022-04-03,642,0.004,0.134,0.862,0.0,28.5,7.557142857142857,7.714285714285714,34.2,37.0,23.0,30.0,0.7123284118757476,0,0,1,0,0,0,0,0,0,0,0
2022-04-10,733,0.001,0.1,0.893,0.006,28.17142857142857,6.171428571428572,7.114285714285715,34.0,48.2,24.0,29.0,0.7160886089693115,0,0,1,0,0,0,0,0,0,0,0
2022-04-17,942,0.001,0.1,0.893,0.006,27.342857142857145,6.071428571428571,3.057142857142857,33.3,40.7,23.5,40.0,0.7136341176738911,0,0,1,0,0,0,0,0,0,0,0
2022-04-24,1002,0.001,0.1,0.893,0.006,28.4,6.057142857142857,15.028571428571428,33.1,57.4,23.6,49.0,0.7100826668574204,0,0,1,0,0,0,0,0,0,0,0
2022-05-01,845,0.001,0.1,0.893,0.006,28.37142857142857,6.857142857142857,7.485714285714286,33.5,40.7,23.1,60.0,0.7058769947190439,0,0,0,1,0,0,0,0,0,0,0
2022-05-08,1311,0.002,0.127,0.865,0.006,28.442857142857143,5.771428571428571,7.0,33.3,29.6,24.9,51.0,0.7004236382791689,0,0,0,1,0,0,0,0,0,0,0
2022-05-15,1273,0.002,0.127,0.865,0.006,28.7,8.185714285714285,1.6,33.3,44.4,24.7,55.0,0.6958850716759036,0,0,0,1,0,0,0,0,0,0,0
2022-05-22,1563,0.002,0.127,0.865,0.006,29.485714285714288,9.242857142857144,1.6285714285714286,34.8,38.9,25.0,71.0,0.6922871988508846,0,0,0,1,0,0,0,0,0,0,0
2022-05-29,1451,0.002,0.127,0.865,0.006,28.942857142857143,7.057142857142857,4.257142857142857,33.5,51.9,23.5,60.0,0.6869333245017113,0,0,0,1,0,0,0,0,0,0,0
2022-06-05,1459,0.002,0.127,0.865,0.006,29.31428571428572,6.885714285714286,7.085714285714286,35.4,33.3,23.8,61.0,0.6823150840272546,0,0,0,0,1,0,0,0,0,0,0
2022-06-12,1253,0.005,0.122,0.856,0.018,28.81428571428572,6.728571428571429,10.485714285714286,34.5,42.6,23.6,65.0,0.6814535179943912,0,0,0,0,1,0,0,0,0,0,0
2022-06-19,1171,0.005,0.122,0.856,0.018,27.81428571428572,5.671428571428572,10.771428571428572,33.6,38.9,22.9,63.0,0.6775315586503279,0,0,0,0,1,0,0,0,0,0,0
2022-06-26,1186,0.005,0.122,0.856,0.018,27.9,5.742857142857143,1.1142857142857143,31.9,37.0,23.9,62.0,0.6741351969256829,0,0,0,0,1,0,0,0,0,0,0
2022-07-03,1164,0.005,0.122,0.856,0.018,27.542857142857144,6.685714285714285,6.314285714285715,31.9,35.2,23.5,64.0,0.6706663611377203,0,0,0,0,0,1,0,0,0,0,0
2022-07-10,918,0.01,0.102,0.848,0.04,28.62857142857143,7.742857142857143,2.1142857142857143,32.4,44.4,23.9,62.0,0.6733496487715873,0,0,0,0,0,1,0,0,0,0,0
2022-07-17,1035,0.01,0.102,0.848,0.04,28.542857142857144,7.171428571428572,3.6571428571428575,32.5,42.6,24.4,51.0,0.6711002341642082,0,0,0,0,0,1,0,0,0,0,0
2022-07-24,1092,0.01,0.102,0.848,0.04,29.071428571428573,9.357142857142858,4.057142857142858,32.9,38.9,23.6,51.0,0.6684304088994829,0,0,0,0,0,1,0,0,0,0,0
2022-07-31,894,0.01,0.102,0.848,0.04,28.442857142857143,8.557142857142857,6.028571428571429,32.9,42.6,22.2,51.0,0.6650823803984682,0,0,0,0,0,1,0,0,0,0,0
2022-08-07,879,0.01,0.102,0.848,0.04,28.17142857142857,9.785714285714286,6.457142857142857,32.4,48.2,23.9,51.0,0.6627007581500695,0,0,0,0,0,0,1,0,0,0,0
2022-08-14,679,0.024,0.114,0.835,0.027,27.842857142857145,7.3428571428571425,2.457142857142857,32.2,33.3,24.2,44.0,0.6589282808974531,0,0,0,0,0,0,1,0,0,0,0
2022-08-21,661,0.024,0.114,0.835,0.027,29.25714285714286,11.042857142857144,4.628571428571428,33.2,44.4,24.0,40.0,0.6572350664256483,0,0,0,0,0,0,1,0,0,0,0
2022-08-28,577,0.024,0.114,0.835,0.027,28.385714285714283,9.314285714285717,4.2,32.6,53.7,24.0,35.0,0.6554505657491552,0,0,0,0,0,0,1,0,0,0,0
2022-09-04,569,0.024,0.114,0.835,0.027,27.357142857142858,7.542857142857143,7.8,31.9,38.9,23.7,47.0,0.6540500388922107,0,0,0,0,0,0,0,1,0,0,0
2022-09-11,545,0.043,0.145,0.782,0.031,27.828571428571426,6.671428571428571,1.5428571428571427,32.5,35.2,24.7,39.0,0.6574632501873013,0,0,0,0,0,0,0,1,0,0,0
2022-09-18,472,0.043,0.145,0.782,0.031,27.885714285714283,7.685714285714285,1.342857142857143,32.4,42.6,24.8,40.0,0.6562712692243501,0,0,0,0,0,0,0,1,0,0,0
2022-09-25,426,0.043,0.145,0.782,0.031,27.67142857142857,8.171428571428573,3.9142857142857146,31.9,51.9,23.5,35.0,0.6552833106797784,0,0,0,0,0,0,0,1,0,0,0
2022-10-02,398,0.043,0.145,0.782,0.031,27.77142857142857,6.785714285714286,7.285714285714286,32.0,42.6,22.7,33.0,0.6544262191061363,0,0,0,0,0,0,0,0,1,0,0
2022-10-09,376,0.065,0.177,0.727,0.031,28.17142857142857,6.914285714285714,8.342857142857143,32.9,42.4,22.4,37.0,0.6570290926852099,0,0,0,0,0,0,0,0,1,0,0
2022-10-16,373,0.065,0.177,0.727,0.031,26.928571428571427,5.314285714285715,6.0,32.5,38.9,23.8,38.0,0.6564881408409289,0,0,0,0,0,0,0,0,1,0,0
2022-10-23,313,0.065,0.177,0.727,0.031,27.842857142857145,6.514285714285714,6.2,33.4,40.4,23.5,35.0,0.6558280648667193,0,0,0,0,0,0,0,0,1,0,0
2022-10-30,318,0.065,0.177,0.727,0.031,27.81428571428572,6.057142857142857,8.77142857142857,33.0,31.7,23.1,34.0,0.6553958517150704,0,0,0,0,0,0,0,0,1,0,0
2022-11-06,294,0.065,0.177,0.727,0.031,27.61428571428572,7.247846470238501,12.257142857142856,34.6,37.8,23.1,29.0,0.6548971373575471,0,0,0,0,0,0,0,0,0,1,0
2022-11-13,313,0.068,0.113,0.788,0.031,27.27142857142857,6.942857142857143,9.085714285714284,32.8,51.9,22.4,26.0,0.6556747022822194,0,0,0,0,0,0,0,0,0,1,0
2022-11-20,267,0.068,0.113,0.788,0.031,26.557142857142857,6.6000000000000005,18.97142857142857,31.9,40.7,23.1,28.0,0.6549860657449691,0,0,0,0,0,0,0,0,0,1,0
2022-11-27,242,0.068,0.113,0.788,0.031,27.571428571428573,6.771428571428571,6.114285714285714,33.3,40.7,23.5,29.0,0.6544351565692825,0,0,0,0,0,0,0,0,0,1,0
2022-12-04,326,0.068,0.113,0.788,0.031,28.085714285714285,7.028571428571429,5.485714285714286,33.9,46.3,23.2,22.0,0.654167761961114,0,0,0,0,0,0,0,0,0,0,1
2022-12-11,289,0.214,0.108,0.623,0.055,27.057142857142857,6.9,13.828571428571427,32.9,35.2,22.8,27.0,0.690919086056758,0,0,0,0,0,0,0,0,0,0,1
2022-12-18,272,0.214,0.108,0.623,0.055,26.8,6.357142857142857,9.37142857142857,32.7,35.2,23.9,30.0,0.6906316633030889,0,0,0,0,0,0,0,0,0,0,1
2022-12-25,285,0.214,0.108,0.623,0.055,26.414285714285715,8.628571428571428,11.685714285714283,32.2,42.6,23.9,24.0,0.6904208180334005,0,0,0,0,0,0,0,0,0,0,1
2023-01-01,279,0.214,0.108,0.623,0.055,26.685714285714287,10.214285714285714,1.4571428571428573,31.7,40.7,23.4,28.0,0.6901580638128223,0,0,0,0,0,0,0,0,0,0,0
2023-01-08,278,0.214,0.108,0.623,0.055,27.1,11.457142857142856,2.2857142857142856,31.3,42.6,23.1,27.0,0.689912285354846,0,0,0,0,0,0,0,0,0,0,0
2023-01-15,273,0.214,0.108,0.623,0.055,27.414285714285715,8.685714285714285,1.8,34.2,38.9,23.9,28.0,0.689662886340127,0,0,0,0,0,0,0,0,0,0,0
2023-01-22,186,0.214,0.108,0.623,0.055,27.142857142857142,7.642857142857143,2.2,32.5,46.3,24.2,26.0,0.6892589904427632,0,0,0,0,0,0,0,0,0,0,0
2023-01-29,223,0.214,0.108,0.623,0.055,27.0,10.642857142857142,7.714285714285714,32.1,44.4,24.2,19.0,0.6891700049259238,0,0,0,0,0,0,0,0,0,0,0
2023-02-05,219,0.214,0.108,0.623,0.055,24.842857142857145,8.828571428571427,28.4,31.3,44.4,22.4,25.0,0.68897004216744,1,0,0,0,0,0,0,0,0,0,0
2023-02-12,148,0.214,0.108,0.623,0.055,26.057142857142857,9.785714285714286,8.17142857142857,31.6,48.2,23.6,25.0,0.6886458664441019,1,0,0,0,0,0,0,0,0,0,0
2023-02-19,138,0.214,0.108,0.623,0.055,27.085714285714285,10.428571428571429,7.828571428571429,31.9,40.7,22.8,23.0,0.6885003455265168,1,0,0,0,0,0,0,0,0,0,0
2023-02-26,111,0.214,0.108,0.623,0.055,27.02857142857143,12.05714285714286,9.142857142857142,32.0,42.6,21.7,26.0,0.6883293053495522,1,0,0,0,0,0,0,0,0,0,0
2023-03-05,119,0.214,0.108,0.623,0.055,27.47142857142857,14.642857142857142,1.9714285714285715,31.5,48.2,24.1,18.0,0.6882505689240049,0,1,0,0,0,0,0,0,0,0,0
