DateTime,Mean Temperature (°C),Mean Wind Speed (km/h),Daily Rainfall Total (mm),Maximum Temperature (°C),Max Wind Speed (km/h),Minimum Temperature (°C)
1980-01-06,27.676001064254354,7.53492529166951,2.85,31.522349341492614,32.8,24.924584275641877
1980-01-13,27.676001064254358,7.53492529166951,1.1285714285714286,31.522349341492614,32.8,24.924584275641877
1980-01-20,27.676001064254358,7.53492529166951,39.357142857142854,31.522349341492614,32.8,24.924584275641877
1980-01-27,27.676001064254358,7.53492529166951,0.7285714285714285,31.522349341492614,32.8,24.924584275641877
1980-02-03,27.676001064254358,7.53492529166951,7.214285714285714,31.522349341492614,32.8,24.924584275641877
1980-02-10,27.676001064254358,7.53492529166951,1.1428571428571428,31.522349341492614,32.8,24.924584275641877
1980-02-17,27.676001064254358,7.53492529166951,0.08571428571428572,31.522349341492614,32.8,24.924584275641877
1980-02-24,27.676001064254358,7.53492529166951,0.7999999999999999,31.522349341492614,32.8,24.924584275641877
1980-03-02,27.676001064254358,7.53492529166951,2.0142857142857142,31.522349341492614,32.8,24.924584275641877
1980-03-09,27.676001064254358,7.53492529166951,0.2714285714285714,31.522349341492614,32.8,24.924584275641877
1980-03-16,27.676001064254358,7.53492529166951,1.6285714285714286,31.522349341492614,32.8,24.924584275641877
1980-03-23,27.676001064254358,7.53492529166951,6.328571428571428,31.522349341492614,32.8,24.924584275641877
1980-03-30,27.676001064254358,7.53492529166951,0.8285714285714285,31.522349341492614,32.8,24.924584275641877
1980-04-06,27.676001064254358,7.53492529166951,10.742857142857144,31.522349341492614,32.8,24.924584275641877
1980-04-13,27.676001064254358,7.53492529166951,2.1142857142857143,31.522349341492614,32.8,24.924584275641877
1980-04-20,27.676001064254358,7.53492529166951,16.842857142857145,31.522349341492614,32.8,24.924584275641877
1980-04-27,27.676001064254358,7.53492529166951,1.5714285714285714,31.522349341492614,32.8,24.924584275641877
1980-05-04,27.676001064254358,7.53492529166951,2.6142857142857143,31.522349341492614,32.8,24.924584275641877
1980-05-11,27.676001064254358,7.53492529166951,18.385714285714283,31.522349341492614,32.8,24.924584275641877
1980-05-18,27.676001064254358,7.53492529166951,0.0,31.522349341492614,32.8,24.924584275641877
1980-05-25,27.676001064254358,7.53492529166951,1.0857142857142856,31.522349341492614,32.8,24.924584275641877
1980-06-01,27.676001064254358,7.53492529166951,0.6285714285714287,31.522349341492614,32.8,24.924584275641877
1980-06-08,27.676001064254358,7.53492529166951,12.299999999999999,31.522349341492614,32.8,24.924584275641877
1980-06-15,27.676001064254358,7.53492529166951,2.3714285714285714,31.522349341492614,32.8,24.924584275641877
1980-06-22,27.676001064254358,7.53492529166951,0.2,31.522349341492614,32.8,24.924584275641877
1980-06-29,27.676001064254358,7.53492529166951,8.985714285714286,31.522349341492614,32.8,24.924584275641877
1980-07-06,27.676001064254358,7.53492529166951,2.942857142857143,31.522349341492614,32.8,24.924584275641877
1980-07-13,27.676001064254358,7.53492529166951,0.014285714285714287,31.522349341492614,32.8,24.924584275641877
1980-07-20,27.676001064254358,7.53492529166951,5.1000000000000005,31.522349341492614,32.8,24.924584275641877
1980-07-27,27.676001064254358,7.53492529166951,5.042857142857143,31.522349341492614,32.8,24.924584275641877
1980-08-03,27.676001064254358,7.53492529166951,1.2285714285714284,31.522349341492614,32.8,24.924584275641877
1980-08-10,27.676001064254358,7.53492529166951,5.414285714285714,31.522349341492614,32.8,24.924584275641877
1980-08-17,27.676001064254358,7.53492529166951,16.628571428571426,31.522349341492614,32.8,24.924584275641877
1980-08-24,27.676001064254358,7.53492529166951,1.5571428571428572,31.522349341492614,32.8,24.924584275641877
1980-08-31,27.676001064254358,7.53492529166951,6.471428571428572,31.522349341492614,32.8,24.924584275641877
1980-09-07,27.676001064254358,7.53492529166951,4.414285714285715,31.522349341492614,32.8,24.924584275641877
1980-09-14,27.676001064254358,7.53492529166951,1.3142857142857143,31.522349341492614,32.8,24.924584275641877
1980-09-21,27.676001064254358,7.53492529166951,7.885714285714285,31.522349341492614,32.8,24.924584275641877
1980-09-28,27.676001064254358,7.53492529166951,11.942857142857141,31.522349341492614,32.8,24.924584275641877
1980-10-05,27.676001064254358,7.53492529166951,11.157142857142857,31.522349341492614,32.8,24.924584275641877
1980-10-12,27.676001064254358,7.53492529166951,2.314285714285714,31.522349341492614,32.8,24.924584275641877
1980-10-19,27.676001064254358,7.53492529166951,23.414285714285715,31.522349341492614,32.8,24.924584275641877
1980-10-26,27.676001064254358,7.53492529166951,15.185714285714285,31.522349341492614,32.8,24.924584275641877
1980-11-02,27.676001064254358,7.53492529166951,15.057142857142859,31.522349341492614,32.8,24.924584275641877
1980-11-09,27.676001064254358,7.53492529166951,10.828571428571427,31.522349341492614,32.8,24.924584275641877
1980-11-16,27.676001064254358,7.53492529166951,0.8285714285714285,31.522349341492614,32.8,24.924584275641877
1980-11-23,27.676001064254358,7.53492529166951,5.542857142857143,31.522349341492614,32.8,24.924584275641877
1980-11-30,27.676001064254358,7.53492529166951,4.742857142857143,31.522349341492614,32.8,24.924584275641877
1980-12-07,27.676001064254358,7.53492529166951,5.3999999999999995,31.522349341492614,32.8,24.924584275641877
1980-12-14,27.676001064254358,7.53492529166951,2.7285714285714286,31.522349341492614,32.8,24.924584275641877
1980-12-21,27.676001064254358,7.53492529166951,10.928571428571429,31.522349341492614,32.8,24.924584275641877
1980-12-28,27.676001064254358,7.53492529166951,3.7428571428571433,31.522349341492614,32.8,24.924584275641877
1981-01-04,27.676001064254358,7.53492529166951,12.485714285714286,31.522349341492614,32.8,24.924584275641877
1981-01-11,27.676001064254358,7.53492529166951,8.014285714285714,31.522349341492614,32.8,24.924584275641877
1981-01-18,27.676001064254358,7.53492529166951,0.07142857142857142,31.522349341492614,32.8,24.924584275641877
1981-01-25,27.676001064254358,7.53492529166951,0.0,31.522349341492614,32.8,24.924584275641877
1981-02-01,27.676001064254358,7.53492529166951,0.08571428571428572,31.522349341492614,32.8,24.924584275641877
1981-02-08,27.676001064254358,7.53492529166951,4.042857142857143,31.522349341492614,32.8,24.924584275641877
1981-02-15,27.676001064254358,7.53492529166951,6.242857142857142,31.522349341492614,32.8,24.924584275641877
1981-02-22,27.676001064254358,7.53492529166951,1.2428571428571427,31.522349341492614,32.8,24.924584275641877
1981-03-01,27.676001064254358,7.53492529166951,14.214285714285714,31.522349341492614,32.8,24.924584275641877
1981-03-08,27.676001064254358,7.53492529166951,7.442857142857143,31.522349341492614,32.8,24.924584275641877
1981-03-15,27.676001064254358,7.53492529166951,0.0,31.522349341492614,32.8,24.924584275641877
1981-03-22,27.676001064254358,7.53492529166951,5.128571428571428,31.522349341492614,32.8,24.924584275641877
1981-03-29,27.676001064254358,7.53492529166951,1.614285714285714,31.522349341492614,32.8,24.924584275641877
1981-04-05,27.676001064254358,7.53492529166951,1.3714285714285714,31.522349341492614,32.8,24.924584275641877
